contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_leviv_2a_18	NC_074513.1 |SsRNA phage Esthiorhiza.2_48 genomic sequence	Vesehyavirus sp. ctSTSVV	3671	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Vesehyavirus	prodigal-gv	11	NaN
ct3_leviv_2a_19	NC_074323.1 |SsRNA phage ESO002 genomic sequence	Gredihovirus sp. ctNGAKY	3819	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gredihovirus	prodigal-gv	11	NaN
ct3_leviv_2a_2	NC_074160.1 |SsRNA phage SRR6960799_30 genomic sequence	Mahshuvirus sp. ctW9Y5Y	3452	None	3	1	0	1	Capsid protein		Solspi.1/PDB:3AVX_A RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Solspiviridae;g_Mahshuvirus	prodigal-gv	11	NaN
ct3_leviv_2a_20	NC_074200.1 |SsRNA phage SRR6960509_3 genomic sequence	Pahdacivirus sp. ctWSSFJ	3915	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Blumeviridae;g_Pahdacivirus	prodigal-gv	11	NaN
ct3_leviv_2a_21	NC_074327.1 |SsRNA phage Gerhypos.1_16 genomic sequence	Gredihovirus sp. ctMXTZQ	4129	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gredihovirus	prodigal-gv	11	NaN
ct3_leviv_2a_22	NC_074175.1 |SsRNA phage AVE020 genomic sequence	Alehndavirus sp. ctHSL9M	4729	None	3	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Blumeviridae;g_Alehndavirus	prodigal-gv	11	NaN
ct3_leviv_2a_23	MZ679782.1 |MAG: Leviviridae sp. isolate 220-k141_63190, complete genome	Fiersviridae sp. ct7B65D	3709	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae	prodigal-gv	11	NaN
ct3_leviv_2a_24	NC_073783.1 |SsRNA phage SRR7976310_1 genomic sequence	Hirvovirus sp. ctVSHUA	4535	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Hirvovirus	prodigal-gv	11	NaN
ct3_leviv_2a_25	NC_073873.1 |SsRNA phage SRR6960551_10 genomic sequence	Behevivirus sp. ctJ1Z8D	3526	None	3	2	0	1	Capsid protein|Beta barrel protein		Solspi.1/PDB:3AVX_A RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Behevivirus	prodigal-gv	11	NaN
ct3_leviv_2a_26	NC_074570.1 |SsRNA phage SRR5466727_7 genomic sequence	Dohnjavirus sp. ctTFK6E	4335	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Dohnjavirus	prodigal-gv	11	NaN
ct3_leviv_2a_27	NC_074317.1 |SsRNA phage Esthiorhiza.2_2 genomic sequence	Gredihovirus sp. ct01FUQ	4367	None	5	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gredihovirus	prodigal-gv	11	NaN
ct3_leviv_2a_28	HM066936.1 |Caulobacter phage phiCb5, complete genome	Cebevirus sp. ctFA2UJ	3762	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Cebevirus	prodigal-gv	11	NaN
ct3_leviv_2a_29	NC_074172.1 |SsRNA phage SRR6960509_13 genomic sequence	Vendavirus sp. ctHOVBF	4036	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Solspiviridae;g_Vendavirus	prodigal-gv	11	NaN
ct3_leviv_2a_3	NC_073880.1 |SsRNA phage SRR6960551_4 genomic sequence	Bohwovirus sp. ctQ1936	4295	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Bohwovirus	prodigal-gv	11	NaN
ct3_leviv_2a_30	NC_074081.1 |SsRNA phage Esthiorhiza.2_6 genomic sequence	Radbaivirus sp. ctABKSR	4250	None	5	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Radbaivirus	prodigal-gv	11	NaN
ct3_leviv_2a_31	FJ483840.1 |Enterobacteria phage Qbeta strain TW18, complete genome	Qubevirus sp. ctXPJ8W	4218	None	4	3	0	1	minor capsid protein|Beta barrel protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Qubevirus	prodigal-gv	11	NaN
ct3_leviv_2a_32	NC_074365.1 |SsRNA phage SRR6960549_5 genomic sequence	Hohrdovirus sp. ct0OPQ7	4583	None	4	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Hohrdovirus	prodigal-gv	11	NaN
ct3_leviv_2a_33	NC_074446.1 |SsRNA phage Gerhypos.1_13 genomic sequence	Patimovirus sp. ct9Q9XV	4246	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Patimovirus	prodigal-gv	11	NaN
ct3_leviv_2a_34	NC_073769.1 |SsRNA phage SRR5466728_1 genomic sequence	Blinduvirus sp. ctD0K6Q	3862	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Blinduvirus	prodigal-gv	11	NaN
ct3_leviv_2a_35	NC_073944.1 |SsRNA phage SRR6960507_3 genomic sequence	Fiyodovirus sp. ctYE42J	3431	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Fiyodovirus	prodigal-gv	11	NaN
ct3_leviv_2a_36	NC_073798.1 |SsRNA phage SRR7976326_2 genomic sequence	Kudohovirus sp. ctSN1LS	3923	None	5	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Kudohovirus	prodigal-gv	11	NaN
ct3_leviv_2a_37	NC_073864.1 |SsRNA phage Zoerhiza.1_26 genomic sequence	Andhaxevirus sp. ctI90Y4	4349	None	5	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Andhaxevirus	prodigal-gv	11	NaN
ct3_leviv_2a_38	NC_074120.1 |SsRNA phage SRR7976326_4 genomic sequence	Ticahravirus sp. ctGM4PW	3368	None	3	1	0	1	Capsid protein		Solspi.1/PDB:3AVX_A RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Ticahravirus	prodigal-gv	11	NaN
ct3_leviv_2a_39	NC_074426.1 |SsRNA phage Zoerhiza.2_13 genomic sequence	Luloavirus sp. ct85YM5	3556	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Luloavirus	prodigal-gv	11	NaN
ct3_leviv_2a_4	NC_074514.1 |SsRNA phage Esthiorhiza.4_8 genomic sequence	Vindevirus sp. ctC61UL	3678	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Vindevirus	prodigal-gv	11	NaN
ct3_leviv_2a_40	NC_074350.1 |SsRNA phage Gerhypos.1_26 genomic sequence	Gulmivirus sp. ctS3NTL	3617	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gulmivirus	prodigal-gv	11	NaN
ct3_leviv_2a_41	MZ679569.1 |MAG: Leviviridae sp. isolate 36-k141_183543, complete genome	Steitzviridae sp. ctXHV64	3716	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae	prodigal-gv	11	NaN
ct3_leviv_2a_42	NC_073857.1 |SsRNA phage SRR5466725_8 genomic sequence	Tehuhdavirus sp. ctO3X37	4458	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Duinviridae;g_Tehuhdavirus	prodigal-gv	11	NaN
ct3_leviv_2a_43	NC_074580.1 |SsRNA phage SRR6960799_37 genomic sequence	Gehrmavirus sp. ctS7KUY	3663	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gehrmavirus	prodigal-gv	11	NaN
ct3_leviv_2a_44	NC_074091.1 |SsRNA phage SRR6960507_6 genomic sequence	Sehpovirus sp. ctWK0RR	3870	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Sehpovirus	prodigal-gv	11	NaN
ct3_leviv_2a_45	NC_074000.1 |SsRNA phage SRR6255746_2 genomic sequence	Methovirus sp. ctMRQUA	4120	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Methovirus	prodigal-gv	11	NaN
ct3_leviv_2a_46	NC_073780.1 |SsRNA phage SRR7976356_4 genomic sequence	Gohshovirus sp. ct28OLB	3791	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Gohshovirus	prodigal-gv	11	NaN
ct3_leviv_2a_47	MZ679609.1 |MAG: Leviviridae sp. isolate 306R-k141_236002, complete genome	Fiersviridae sp. ct1JGMO	3597	None	3	2	0	1	Capsid protein|PP7 capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae	prodigal-gv	11	NaN
ct3_leviv_2a_48	NC_074357.1 |SsRNA phage SRR7976301_10 genomic sequence	Henifovirus sp. ct8N9LZ	3949	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Henifovirus	prodigal-gv	11	NaN
ct3_leviv_2a_49	NC_074101.1 |SsRNA phage SRR6960803_13 genomic sequence	Shuravirus sp. ct0EJIL	3459	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Shuravirus	prodigal-gv	11	NaN
ct3_leviv_2a_5	NC_074345.1 |SsRNA phage Gerhypos.4_6 genomic sequence	Gredihovirus sp. ct9G1R8	4337	None	5	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gredihovirus	prodigal-gv	11	NaN
ct3_leviv_2a_50	NC_073763.1 |SsRNA phage Gerhypos.2_20 genomic sequence	Apihcavirus sp. ctXWSQY	3999	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Apihcavirus	prodigal-gv	11	NaN
ct3_leviv_2a_51	NC_074298.1 |SsRNA phage SRR5466338_5 genomic sequence	Garnievirus sp. ctCU9WC	3806	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3AVX_A RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Garnievirus	prodigal-gv	11	NaN
ct3_leviv_2a_52	MZ679488.1 |MAG: Leviviridae sp. isolate 119-k141_115205, complete genome	Perrunavirus sp. ct7RWOE	3510	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Perrunavirus	prodigal-gv	11	NaN
ct3_leviv_2a_53	NC_074105.1 |SsRNA phage SRR7976310_7 genomic sequence	Soetuvirus sp. ctHDLSQ	3796	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Soetuvirus	prodigal-gv	11	NaN
ct3_leviv_2a_54	NC_074128.1 |SsRNA phage SRR7976310_6 genomic sequence	Vohsuavirus sp. ct8O5NJ	3696	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Vohsuavirus	prodigal-gv	11	NaN
ct3_leviv_2a_55	NC_073924.1 |SsRNA phage Zoerhiza.1_38 genomic sequence	Condavirus sp. ctRSQOO	3558	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Condavirus	prodigal-gv	11	NaN
ct3_leviv_2a_56	NC_073812.1 |SsRNA phage SRR7976299_2 genomic sequence	Mitdiwavirus sp. ct9I40U	3503	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Mitdiwavirus	prodigal-gv	11	NaN
ct3_leviv_2a_57	NC_074053.1 |SsRNA phage SRR5208570_4 genomic sequence	Philtcovirus sp. ctF352M	3509	None	4	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Philtcovirus	prodigal-gv	11	NaN
ct3_leviv_2a_58	NC_074385.1 |SsRNA phage Gerhypos.1_17 genomic sequence	Huohcivirus sp. ctSA75K	4015	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Huohcivirus	prodigal-gv	11	NaN
ct3_leviv_2a_59	NC_074229.1 |SsRNA phage Esthiorhiza.2_18 genomic sequence	Arctuvirus sp. ct4M08M	4004	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Arctuvirus	prodigal-gv	11	NaN
ct3_leviv_2a_6	NC_074055.1 |SsRNA phage Gerhypos.1_43 genomic sequence	Phobpsivirus sp. ct4RZ8Z	3799	None	5	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Phobpsivirus	prodigal-gv	11	NaN
ct3_leviv_2a_60	MZ679731.1 |MAG: Leviviridae sp. isolate 119-k141_45412, complete genome	Fiersviridae sp. ctVBGGE	3707	None	3	2	0	1	Capsid protein|PP7 capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae	prodigal-gv	11	NaN
ct3_leviv_2a_61	NC_074616.1 |SsRNA phage Zoerhiza.1_30 genomic sequence	Gredihovirus sp. ct2CNO3	3831	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Gredihovirus	prodigal-gv	11	NaN
ct3_leviv_2a_62	NC_074271.1 |SsRNA phage Zoerhiza.1_8 genomic sequence	Bahnicevirus sp. ctURCJB	4090	None	4	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Bahnicevirus	prodigal-gv	11	NaN
ct3_leviv_2a_63	NC_074410.1 |SsRNA phage Esthiorhiza.2_17 genomic sequence	Lehptavirus sp. ct1NEZ6	4032	None	3	0	0	1			Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Lehptavirus	prodigal-gv	11	NaN
ct3_leviv_2a_64	MZ679799.1 |MAG: Leviviridae sp. isolate R29-k141_713134, complete genome	Fiersviridae sp. ctDBZ4D	3744	None	3	2	0	1	Capsid protein|PP7 capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae	prodigal-gv	11	NaN
ct3_leviv_2a_65	NC_074033.1 |SsRNA phage Gerhypos.1_20 genomic sequence	Noehsivirus sp. ctPO48G	3937	None	4	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Noehsivirus	prodigal-gv	11	NaN
ct3_leviv_2a_66	NC_074208.1 |SsRNA phage SRR6960799_6 genomic sequence	Yenihzavirus sp. ctQ0LFD	4161	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Blumeviridae;g_Yenihzavirus	prodigal-gv	11	NaN
ct3_leviv_2a_67	NC_074158.1 |SsRNA phage Gerhypos.3_23 genomic sequence	Intasivirus sp. ctL6MUN	3952	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Solspiviridae;g_Intasivirus	prodigal-gv	11	NaN
ct3_leviv_2a_68	MZ680325.1 |MAG: Leviviridae sp. isolate 174-k141_58336, complete genome	Steitzviridae sp. ctDKSXI	3750	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae	prodigal-gv	11	NaN
ct3_leviv_2a_69	NC_073799.1 |SsRNA phage SRR5467139_1 genomic sequence	Kuhfotivirus sp. ctOZFK6	3655	None	3	1	0	1	Capsid protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Atkinsviridae;g_Kuhfotivirus	prodigal-gv	11	NaN
ct3_leviv_2a_7	NC_074008.1 |SsRNA phage Gerhypos.3_25 genomic sequence	Mihkrovirus sp. ctIJ441	3875	None	4	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Mihkrovirus	prodigal-gv	11	NaN
ct3_leviv_2a_70	MZ679641.1 |MAG: Leviviridae sp. isolate 306R-k141_275145, complete genome	Fiersviridae sp. ctDKHT2	3578	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae	prodigal-gv	11	NaN
ct3_leviv_2a_71	NC_073862.1 |SsRNA phage SRR7976325_13 genomic sequence	Andhasavirus sp. ct9A0OB	3662	None	3	2	0	1	Capsid protein|Beta barrel protein		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;g_Andhasavirus	prodigal-gv	11	NaN
ct3_leviv_2a_72	NC_074358.1 |SsRNA phage SRR7976310_14 genomic sequence	Henifovirus sp. ctYS2L4	3888	None	3	1	0	1	Capsid protein		Atkins.1/PDB:3MMP_F RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Henifovirus	prodigal-gv	11	NaN
