contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_malgr_2a_22	MH616734.1 |MAG: Microviridae sp. isolate ctbg73, complete genome	Microviridae sp. ctCQQTP	4205	None	5	3	1	0	Capsid protein|minor capsid protein |capsid scaffold	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_23	MT310160.1 |MAG: Microvirus sp. isolate 6424_33, complete genome	Petitvirales sp. ctZCHPF	5393	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_24	MT310171.1 |MAG: Microvirus sp. isolate 6402_29, complete genome	Microviridae sp. ctTCOXY	4462	None	7	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_25	OM782324.1 |UNVERIFIED: Ascunsovirus oldenburgi strain ICBM5, complete genome	Petitvirales sp. ct1OYX3	5581	None	7	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_26	MK765587.1 |Tortoise microvirus 37 isolate 37_SP_74, complete genome	Microviridae sp. ctFPV0E	6418	None	8	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_27	MG945284.1 |UNVERIFIED: Microviridae sp. isolate 12012-1602, complete genome	Petitvirales sp. ctQIQDT	6216	None	6	2	1	0	DNA pilot protein|Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_28	MT310180.1 |MAG: Microvirus sp. isolate 1712115_1071, complete genome	unclassified virus sp. ctBKY67	3930	None	4	1	1	0	Major Capsid Protein	Rep protein		unclassified virus	prodigal-gv	11	NaN
ct3_malgr_2a_29	MN862343.1 |Kummerowia striata gokushovirus strain pt119-gok-9, complete genome	Microviridae sp. ctQRL5X	4596	None	6	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_3	MG945140.1 |UNVERIFIED: Microviridae sp. isolate 259-1602, complete genome	Petitvirales sp. ctJ3E07	6131	None	5	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_30	MT202860.1 |MAG: Microviridae sp. isolate CN7_L15_1039, complete genome	Microviridae sp. ct97URU	4247	None	5	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_31	OM154870.1 |MAG: Microviridae sp. isolate Miresoil microvirus 51, complete genome	Microviridae sp. ctIT508	4042	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_32	OQ686943.1 |Dipodfec virus UOA04_Rod_1017, complete genome	Microviridae sp. ctP3COZ	4811	None	5	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_33	MT135390.1 |UNVERIFIED: Microvirus sp. isolate VIRES_NM01_2265257, complete genome	Petitvirales sp. ctNLT3G	6103	None	4	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_34	MT310267.1 |MAG: Microvirus sp. isolate 1712115_748, complete genome	Microviridae sp. ct384RN	4510	None	5	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	15	NaN
ct3_malgr_2a_35	OM869550.1 |Sigmofec virus UA08Rod_5349, complete genome	Microviridae sp. ct7UW06	5545	None	6	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_36	MT205026.1 |MAG: Microviridae sp. isolate CN7_L16_439, complete genome	Microviridae sp. ct18ZBA	4557	None	7	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_37	MT202750.1 |MAG: Microviridae sp. isolate CN7_L15_387, complete genome	Microviridae sp. ctO8R12	4701	None	5	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_38	MK012456.1 |MAG: Microviridae sp. isolate ctcb6, complete genome	Microviridae sp. ctXAW6O	4486	None	7	3	1	0	minor capsid protein |Scaffold protein|Capsid protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_39	MG945529.1 |UNVERIFIED: Microviridae sp. isolate 2159-1801, complete genome	Microviridae sp. ctZKT31	4606	None	6	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_4	MT135450.1 |UNVERIFIED: Microvirus sp. isolate VIRES_YN01_2311326, complete genome	Petitvirales sp. ctJUIU5	4201	None	7	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_40	OQ709393.1 |MAG: Microviridae sp. isolate SHu6-1, complete genome	Microviridae sp. ct621T4	6318	None	7	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_41	MW697703.1 |MAG: Arizlama microvirus isolate AZLM_235, complete genome	Microviridae sp. ctT0TZY	4542	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_42	MT310259.1 |MAG: Microvirus sp. isolate 1712115_773, complete genome	Microviridae sp. ctLLBSR	4463	None	5	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_43	MT203042.1 |MAG: Microviridae sp. isolate CN7_L15_670, complete genome	Microviridae sp. ctT7O6M	4457	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_44	MH616874.2 |MAG: Microviridae sp. isolate ctca606, complete genome	Microviridae sp. ctT8BZN	5137	None	5	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_45	MN988469.1 |Rhizobium phage RHph_TM3_3_5A, complete genome	Petitvirales sp. ct534A6	6034	None	7	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_46	MH617513.2 |MAG: Microviridae sp. isolate ctdc874, complete genome	Microviridae sp. ctBOR5S	4375	None	6	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_47	KX266502.1 |Enterobacteria phage ID11 clone alpha_3D_F178_5, complete genome	Gequatrovirus sp. ctEANAR	5577	None	5	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_48	MW697659.1 |MAG: Arizlama microvirus isolate AZLM_304, complete genome	Microviridae sp. ct5UTDI	4425	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_49	MK496822.1 |Capybara microvirus Cap3_SP_641, complete genome	Microviridae sp. ctJ7F75	4323	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_5	MH572459.1 |Microviridae sp. isolate SD_MC_13, complete genome	Microviridae sp. ct8K0ZZ	4518	None	5	2	1	0	Capsid protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_50	MT135405.1 |UNVERIFIED: Microvirus sp. isolate VIRES_NX01_2265291, complete genome	Microviridae sp. ctC2HUA	4636	None	6	2	1	0	DNA pilot protein|Capsid protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_51	MT309977.1 |MAG: Microvirus sp. isolate BS1_372, complete genome	Microviridae sp. ctKH6ME	4463	None	5	2	1	0	Capsid protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_52	MH572346.1 |Microviridae sp. isolate SD_SC_61, complete genome	Microviridae sp. ctM5S6G	4273	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_53	MT135415.1 |UNVERIFIED: Microvirus sp. isolate VIRES_SC02_2265323, complete genome	Petitvirales sp. ctI09PB	6771	None	7	2	1	0	DNA pilot protein|Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_54	MW697626.1 |MAG: Arizlama microvirus isolate AZLM_355, complete genome	Microviridae sp. ctZ3CAC	4344	None	5	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_55	MT201511.1 |MAG: Microviridae sp. isolate CN7_L15_421, complete genome	Microviridae sp. ctPGFW9	4642	None	7	3	1	0	Major Capsid Protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_56	NC_007822.1 |Coliphage WA45, complete genome	Alphatrevirus sp. ctX9FCB	6068	None	9	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Alphatrevirus	prodigal-gv	11	NaN
ct3_malgr_2a_57	MW149097.1 |MAG: Microvirus sp. isolate gila5, complete genome	Petitvirales sp. ctU3WG7	5593	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_58	MH616773.2 |MAG: Microviridae sp. isolate ctbh167, complete genome	Microviridae sp. ctS3BFT	4405	None	5	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_59	DQ079876.1 |Coliphage ID62, complete genome	Alphatrevirus sp. ctZVWMP	6051	None	9	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Alphatrevirus	prodigal-gv	11	NaN
ct3_malgr_2a_6	MT310107.1 |MAG: Microvirus sp. isolate 6433_61, complete genome	Petitvirales sp. ctHF13D	4333	None	7	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_60	OP549798.1 |MAG: Wigfec virus K19_56, complete genome	Petitvirales sp. ctCXNPO	6389	None	9	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_61	KX513877.1 |Human gut gokushovirus isolate SH-CHD14, complete genome	Microviridae sp. ct1FPAG	5726	None	10	3	1	0	Scaffold protein|Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_62	MW697647.1 |MAG: Arizlama microvirus isolate AZLM_320, complete genome	Microviridae sp. ctNZAKN	4408	None	5	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_63	KP087957.1 |Eel River basin pequenovirus isolate c22476, complete genome	Microviridae sp. ct5JL43	6083	None	10	3	0	0	Major Capsid Protein|Major spike protein|Pilot protein			d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_64	MG945207.1 |UNVERIFIED: Microviridae sp. isolate 766-18011, complete genome	Microviridae sp. ct5BY5D	5057	None	8	3	1	0	Scaffold protein|Major Capsid protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_65	MT203174.1 |MAG: Microviridae sp. isolate CN7_L15_926, complete genome	Microviridae sp. ct98CPY	4323	None	4	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_66	OX614532.1 |Microvirus sp. genome assembly, chromosome: 1	Microviridae sp. ctM5V3K	6267	DTR	8	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_67	KX266628.1 |Enterobacteria phage ID11 clone gamma_7F_F421_5-12_1, complete genome	Gequatrovirus sp. ctHAAS6	5577	None	6	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_68	MN988498.1 |Rhizobium phage RHph_Y3_19, complete genome	Microviridae sp. ctV27RT	6034	None	7	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_69	OM154893.1 |MAG: Microviridae sp. isolate Miresoil microvirus 74, complete genome	Microviridae sp. ctAZJOQ	5132	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_7	MK496797.1 |Capybara microvirus Cap3_SP_450, complete genome	Microviridae sp. ctUW0AI	5204	None	8	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_70	MK496755.1 |Capybara microvirus Cap1_SP_244, complete genome	Petitvirales sp. ct30PMD	4404	None	5	2	1	0	Major Capsid Protein|Minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_71	KX266561.1 |Enterobacteria phage ID11 clone beta_8A_F5_7_27_6, complete genome	Gequatrovirus sp. ctZB0XY	5577	None	5	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_72	MK249198.1 |Blackfly microvirus SF02 isolate 137, complete genome	Microvirus sp. ctI9ZK2	4551	None	6	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_unclassified Microviridae;g_Microvirus	prodigal-gv	11	NaN
ct3_malgr_2a_73	MW697628.1 |MAG: Arizlama microvirus isolate AZLM_357, complete genome	Microviridae sp. ctWOKE6	4347	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_74	MH992199.1 |Apis mellifera associated microvirus 39 isolate INH_SP_224, complete genome	Microviridae sp. ct2KHBB	4519	None	5	2	1	0	Capsid protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_75	MH622929.2 |MAG: Microviridae sp. isolate ctei769, complete genome	Microviridae sp. ct0RHOD	4525	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
