contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_picob_2a_19	MH425579.1 |Chicken picobirnavirus strain ChPBV-S1-ctg289/2013-HUN segment 1, complete sequence	Picobirnavirus sp. ctYWZPO	2378	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_2	NC_078098.1 |Picobirnavirus Equ3 segment 2, complete sequence	Picobirnavirus sp. ct48UH2	1704	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_20	MH425580.1 |Chicken picobirnavirus strain ChPBV-S1-ctg626/2013-HUN segment 1, complete sequence	Picobirnavirus sp. ctFBZBW	2536	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_21	MH425581.1 |Chicken picobirnavirus strain ChPBV-S1-ctg725/2013-HUN segment 1, complete sequence	Picobirnavirus sp. ct4BGYT	2798	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_22	MH425582.1 |Chicken picobirnavirus strain ChPBV-S1-ctg811/2013-HUN segment 1, complete sequence	Picobirnavirus sp. ctZKABD	1989	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_23	MH425583.1 |Chicken picobirnavirus strain ChPBV-S1-ctg883/2013-HUN segment 1, complete sequence	Picobirnavirus sp. ctICHVI	2489	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_24	MH425585.1 |Chicken picobirnavirus strain ChPBV-S2-Nov1/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctXX4R0	1677	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_25	MH425586.1 |Chicken picobirnavirus strain ChPBV-S2-Nov2/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctXA9G6	1652	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_26	MH425587.1 |Chicken picobirnavirus strain ChPBV-S2-Nov3/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctDWZQF	1667	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_27	MH425588.1 |Chicken picobirnavirus strain ChPBV-S2-Nov4/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctUZ4Y4	1772	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_28	MH425589.1 |Chicken picobirnavirus strain ChPBV-S2-Nov5/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctERW20	1616	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_29	MH425590.1 |Chicken picobirnavirus strain ChPBV-S2-Nov6/2013-HUN segment 2, complete sequence	Picobirnavirus sp. ctDHE0I	1664	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_3	NC_040438.1 |Chicken picobirnavirus strain PBV/CHK/M3841/HUN/2011 segment RNA1, complete sequence	Picobirnavirus sp. ctV06SI	2532	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_30	KY120182.1 |Simian picobirnavirus isolate 1R segment 2-2, complete sequence	Picobirnaviridae sp. ct1QEDK	1681	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae	prodigal-gv	11	NaN
ct3_picob_2a_31	KY120183.1 |Simian picobirnavirus isolate 2R segment 2, complete sequence	Picobirnavirus sp. ct0JAHU	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_32	KY120184.1 |Simian picobirnavirus isolate 12R segment 2, complete sequence	Picobirnavirus sp. ctOMPI8	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_33	KY120185.1 |Simian picobirnavirus isolate 13R segment 2-1, complete sequence	Picobirnaviridae sp. ctFHRNE	1734	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae	prodigal-gv	11	NaN
ct3_picob_2a_34	KY120186.1 |Simian picobirnavirus isolate 13R segment 2-2, complete sequence	Picobirnavirus sp. ctUOEFS	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_35	KY120187.1 |Simian picobirnavirus isolate 14R segment 2, complete sequence	Picobirnavirus sp. ctZVJNP	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_36	KY120188.1 |Simian picobirnavirus isolate 15R segment 2-1, complete sequence	Picobirnavirus sp. ctC12IT	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_37	KY120189.1 |Simian picobirnavirus isolate 15R segment 2-2, complete sequence	Picobirnaviridae sp. ctW1K6B	1734	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae	prodigal-gv	11	NaN
ct3_picob_2a_38	KY120190.1 |Simian picobirnavirus isolate 11T segment 2-1, complete sequence	Picobirnavirus sp. ctLX6OK	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_39	KY120191.1 |Simian picobirnavirus isolate 11T segment 2-2, complete sequence	Picobirnaviridae sp. ctR78AZ	1681	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae	prodigal-gv	11	NaN
ct3_picob_2a_4	NC_040439.1 |Chicken picobirnavirus strain PBV/CHK/M3841/HUN/2011 segment RNA2, complete sequence	Picobirnavirus sp. ctFHEUJ	1700	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_40	KY120192.1 |Simian picobirnavirus isolate 21T segment 2, complete sequence	Picobirnavirus sp. ctOWFF8	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_41	KY120193.1 |Simian picobirnavirus isolate 35T segment 2, complete sequence	Picobirnavirus sp. ct50IA5	1678	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_42	MH327933.1 |Chicken picobirnavirus strain PBV/CHK/M3841/HUN/2011 segment RNA1, complete sequence	Picobirnavirus sp. ct73D0L	2532	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_43	MH327934.1 |Chicken picobirnavirus strain PBV/CHK/M3841/HUN/2011 segment RNA2, complete sequence	Picobirnavirus sp. ctDDA7X	1700	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_44	KY855428.1 |Marmot picobirnavirus strain HT1, complete genome	Picobirnavirus sp. ctXCX5Z	4579	None	3	1	0	1	capsid		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_45	KY855429.1 |Marmot picobirnavirus strain HT2, complete genome	Picobirnavirus sp. ctJ5W4E	4402	None	3	1	0	1	capsid		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_46	KY855430.1 |Marmot picobirnavirus strain HT3, complete genome	Picobirnavirus sp. ct8EBUD	4061	None	3	1	0	1	capsid		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_47	KY855431.1 |Marmot picobirnavirus strain HT4, complete genome	Picobirnavirus sp. ctZXBNY	4093	None	3	1	0	1	capsid		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_48	MG190028.1 |Picobirnavirus sp. strain PBV/roe_deer/SLO/D38-14/2014 segment 1, complete sequence	Picobirnavirus sp. ctYM2H5	2576	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_49	MG190029.1 |Picobirnavirus sp. strain PBV/roe_deer/SLO/D38-14/2014 segment 2, complete sequence	Picobirnavirus sp. ct6XRXT	1721	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_5	NC_040752.1 |Picobirnavirus sp. strain PBV/roe_deer/SLO/D38-14/2014 segment 1, complete sequence	Picobirnavirus sp. ctKDLGN	2576	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_50	KY214426.1 |Porcine picobirnavirus isolate BEL/15V010/2296, complete genome	Picobirnavirus sp. ctCDN9Z	2472	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_51	KU729746.1 |Otarine picobirnavirus isolate PF080915 segment 1, complete sequence	Picobirnavirus sp. ctADVNW	2458	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_52	KU729747.1 |Otarine picobirnavirus isolate PF090303 segment 1, complete sequence	Picobirnavirus sp. ct4XS39	2519	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_53	KU729748.1 |Otarine picobirnavirus isolate PF090306 segment 1-2, complete sequence	Picobirnavirus sp. ctIJOJ6	2519	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_54	KU729749.1 |Otarine picobirnavirus isolate PF080912 segment 1, complete sequence	Picobirnavirus sp. ctP0FMH	2158	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_55	KU729750.1 |Otarine picobirnavirus isolate PF090203 segment 1-2, complete sequence	Picobirnavirus sp. ct2LPWQ	2158	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_56	KU729751.1 |Otarine picobirnavirus isolate PF090306 segment 1-1, complete sequence	Picobirnavirus sp. ctHFUJ1	2158	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_57	KU729752.1 |Otarine picobirnavirus isolate PF090203 segment 1-1, complete sequence	Picobirnavirus sp. ct2UGQK	2521	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_58	KU729753.1 |Otarine picobirnavirus isolate PF090307 segment 1, complete sequence	Picobirnavirus sp. ctOCXQV	2522	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_59	KU729754.1 |Otarine picobirnavirus isolate PF080910 segment 1, complete sequence	Picobirnavirus sp. ctKTN4Y	2522	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_6	NC_040753.1 |Picobirnavirus sp. strain PBV/roe_deer/SLO/D38-14/2014 segment 2, complete sequence	Picobirnavirus sp. ct8LUIN	1721	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_60	KU729755.1 |Otarine picobirnavirus isolate PF080902 segment 2, complete sequence	Picobirnavirus sp. ctZQ15A	1687	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_61	KU729756.1 |Otarine picobirnavirus isolate PF080904 segment 2, complete sequence	Picobirnavirus sp. ctMRX5E	1687	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_62	KU729757.1 |Otarine picobirnavirus isolate PF080910 segment 2, complete sequence	Picobirnavirus sp. ctPNRGF	1884	None	3	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_63	KU729758.1 |Otarine picobirnavirus isolate PF080912 segment 2, complete sequence	Picobirnavirus sp. ctWXAHP	1827	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_64	KU729759.1 |Otarine picobirnavirus isolate PF080915 segment 2-1, complete sequence	Picobirnavirus sp. ctPNSOW	1687	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_65	KU729760.1 |Otarine picobirnavirus isolate PF080915 segment 2-2, complete sequence	Picobirnavirus sp. ctC95XB	1827	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_66	KU729761.1 |Otarine picobirnavirus isolate PF090203 segment 2, complete sequence	Picobirnavirus sp. ctOWR3Q	1679	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_67	KU729762.1 |Otarine picobirnavirus isolate PF090206 segment 2, complete sequence	Picobirnavirus sp. ctSLODA	1943	None	2	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_68	KU729763.1 |Otarine picobirnavirus isolate PF090302 segment 2, complete sequence	Picobirnavirus sp. ctOZZGB	1818	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_69	KU729764.1 |Otarine picobirnavirus isolate PF090303 segment 2-1, complete sequence	Picobirnavirus sp. ctCT7X6	1683	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_7	NC_038919.1 |Rabbit picobirnavirus genomic segment 1 (large), ORF1 for hypothetical protein	Picobirnavirus sp. ctH2BWZ	2362	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_70	KU729765.1 |Otarine picobirnavirus isolate PF090303 segment 2-2, complete sequence	Picobirnavirus sp. ctO616I	1886	None	2	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_71	KU729766.1 |Otarine picobirnavirus isolate PF090306 segment 2, complete sequence	Picobirnavirus sp. ctRAW6W	1884	None	3	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_72	KU729767.1 |Otarine picobirnavirus isolate PF090307 segment 2, complete sequence	Picobirnavirus sp. ctEYFRQ	1679	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_73	KU729768.1 |Otarine picobirnavirus isolate PF100408 segment 2-1, complete sequence	Picobirnavirus sp. ctI2D6C	1915	None	2	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_74	KU729769.1 |Otarine picobirnavirus isolate PF100408 segment 2-2, complete sequence	Picobirnavirus sp. ctWGN2F	1799	None	2	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	15	NaN
