contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_tubul_2a_2	NC_073751.1 |Erwinia phage PEar6, complete genome	Lineavirus sp. ctGE94K	6608	None	10	6	2	0	Tail virion protein|minor coat protein|Filamentous Major Coat protein|Filamentous Minor Coat Protein |minor coat protein|Zonular occludens toxin (Zot)	Phage replication protein|Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Lineavirus	prodigal-gv	11	NaN
ct3_tubul_2a_20	ON170115.1 |UNVERIFIED_ORG: Ralstonia phage YO065_2 sequence	Habenivirus sp. ctY3PUE	13166	None	19	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|Tail G7P protein	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_21	ON170119.1 |UNVERIFIED_ORG: Ralstonia phage YO069_2 sequence	Habenivirus sp. ctVP3SP	13152	None	19	3	1	0	Tail G7P protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_22	ON170207.1 |UNVERIFIED_ORG: Ralstonia phage YO121_2 sequence	Habenivirus sp. ctEXXT3	13166	None	19	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|Tail G7P protein	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_23	ON170245.1 |UNVERIFIED_ORG: Ralstonia phage YO143_2 sequence	Habenivirus sp. ctSJIKM	13152	None	19	3	1	0	Tail G7P protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_24	ON170249.1 |UNVERIFIED_ORG: Ralstonia phage YO146_2 sequence	Habenivirus sp. ctX4E3D	13166	None	19	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|Tail G7P protein	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_25	ON170299.1 |UNVERIFIED_ORG: Ralstonia phage YO176_2 sequence	Habenivirus sp. ctC2ALY	13166	None	19	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|Tail G7P protein	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_26	ON170308.1 |UNVERIFIED_ORG: Ralstonia phage YO181_2 sequence	Habenivirus sp. ctYX1VH	13152	None	19	3	1	0	Tail G7P protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Habenivirus	prodigal-gv	11	NaN
ct3_tubul_2a_27	ON170320.1 |UNVERIFIED_ORG: Ralstonia phage YO188_1 sequence	Inoviridae sp. ct03CW8	33968	None	27	4	2	0	Filamenous Major Coat protein|Filamentous Major Coat protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Replication initiation factor|Replication regulatory protein RepB		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_28	MW202766.1 |Inoviridae sp. isolate ctYEX047, complete genome	unclassified virus sp. ct92A99	4577	None	8	0	1	0		Rep protein			prodigal-gv	11	NaN
ct3_tubul_2a_29	MZ474491.1 |Phage silverpheasant213, complete genome	Inoviridae sp. ctCI99G	7022	None	13	3	1	0	Major capsid protein |Minor Head Virion Protein|Zonular occludens toxin (Zot)	Phage replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_3	NC_073756.1 |Pseudomonas phage pf8_ST274-AUS411, complete genome	Primolicivirus sp. ctXU7AY	10061	None	15	3	0	0	Filamentous Major Coat protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Primolicivirus	prodigal-gv	11	NaN
ct3_tubul_2a_30	MT188662.1 |Vibrio phage vB_Vipa26, complete genome	Versovirus sp. ct9SLVK	10893	None	18	4	1	0	Tail G7P protein|Major Filamentous Coat protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Versovirus	prodigal-gv	11	NaN
ct3_tubul_2a_31	OF064846.1 |KR 1020200098624-A/1257: SINGLE MOLECULE DETECTION OR QUANTIFICATION BY DNA NANOTECHNOLOGY IN MICROWELLS	Inovirus sp. ct4MXDH	7249	None	9	4	3	0	major coat protein|Filamentous Minor Coat Protein |minor coat protein|Zonular occludens toxin (Zot)	Phage replication protein|Rep protein|Phage replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Inovirus	prodigal-gv	11	NaN
ct3_tubul_2a_32	BK025893.1 |MAG TPA_asm: Inoviridae sp. isolate ctuGm20, partial genome	Tubulavirales sp. ctM5Y6F	10400	None	17	1	1	0	Zonular occludens toxin (Zot)	Plasmid like replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_33	BK026233.1 |MAG TPA_asm: Inoviridae sp. isolate ctVPO3, partial genome	Tubulavirales sp. ctVUZQY	9300	None	15	2	1	0	Zonular occludens toxin (Zot)|major coat protein	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_34	BK026415.1 |MAG TPA_asm: Inoviridae sp. isolate ctWJB2, partial genome	unclassified virus sp. ctCO05L	9150	None	20	3	1	0	Zonular occludens toxin (Zot)|Filamentous Major Coat protein|Zonular occludens toxin (Zot)	Rep protein		unclassified virus	prodigal-gv	11	NaN
ct3_tubul_2a_35	BK026520.1 |MAG TPA_asm: Inoviridae sp. isolate ctx6u14, partial genome	Tubulavirales sp. ct7HPRK	26000	None	33	2	0	0	Zonular occludens toxin (Zot)|Filamentous Major Coat protein			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_36	BK026859.1 |MAG TPA_asm: Inoviridae sp. isolate ctThO20, partial genome	unclassified virus sp. ctGOCWR	8150	None	12	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_unclassified virus	prodigal-gv	11	NaN
ct3_tubul_2a_37	BK027000.1 |MAG TPA_asm: Inoviridae sp. isolate ctFvi7, partial genome	Tubulavirales sp. ct476P0	9707	None	14	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_38	BK027158.1 |MAG TPA_asm: Inoviridae sp. isolate ctOS52, partial genome	Tubulavirales sp. ctY81VW	5415	None	10	1	0	0	Zonular occludens toxin (Zot)			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_39	BK027321.1 |MAG TPA_asm: Inoviridae sp. isolate ctzCa2, partial genome	Inoviridae sp. ctQ6I38	6320	None	8	2	2	0	Minor Head Virion Protein|Zonular occludens toxin (Zot)	Phage replication protein|Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_4	NC_026582.1 |Uncultured phage WW-nAnB, complete genome	Inoviridae sp. ctOMBIJ	4817	None	8	1	1	0	Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_40	BK027377.1 |MAG TPA_asm: Inoviridae sp. isolate ctDS922, partial genome	Inoviridae sp. ctV0JHM	12450	None	17	2	0	0	Zonular occludens toxin (Zot)|Filamentous Major Coat protein			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_41	BK027483.1 |MAG TPA_asm: Inoviridae sp. isolate ctUac1, partial genome	Tubulavirales sp. ctLMQK4	8400	None	13	1	1	0	Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_42	BK027663.1 |MAG TPA_asm: Inoviridae sp. isolate ctBcC17, partial genome	Tubulavirales sp. ct5GOKV	21650	None	27	2	2	0	Zonular occludens toxin (Zot)|Zonular occludens toxin (Zot)	Rep protein|Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_43	BK028848.1 |MAG TPA_asm: Inoviridae sp. isolate ctGcv4, partial genome	Tubulavirales sp. ctSLFFM	21950	None	24	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_44	BK029593.1 |MAG TPA_asm: Inoviridae sp. isolate ctHjY7, partial genome	unclassified virus sp. ct3CL46	10150	None	14	1	1	0	Zonular occludens toxin (Zot)	Rep protein		unclassified virus	prodigal-gv	11	NaN
ct3_tubul_2a_45	BK029718.1 |MAG TPA_asm: Inoviridae sp. isolate ctiOv55, partial genome	Caudoviricetes sp. ctALH3X	14000	None	11	1	1	0	Zonular occludens toxin (Zot)	DNAB Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	4	NaN
ct3_tubul_2a_46	BK036490.1 |MAG TPA_asm: Inoviridae sp. isolate cte4m10, partial genome	unclassified virus sp. ctDCLY3	8927	None	12	1	0	0	Zonular occludens toxin (Zot)				prodigal-gv	11	NaN
ct3_tubul_2a_47	BK036926.1 |MAG TPA_asm: Inoviridae sp. isolate ctDQb6, partial genome	Inoviridae sp. ctN8S4K	5796	None	13	1	1	0	Zonular occludens toxin (Zot)	Plasmid like replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_48	BK040141.1 |MAG TPA_asm: Inoviridae sp. isolate ctnuS4, partial genome	Tubulavirales sp. ctU48DH	9669	None	13	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|coat protein B	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_49	BK040358.1 |MAG TPA_asm: Inoviridae sp. isolate cttMf1, partial genome	Tubulavirales sp. ctZYO52	10172	None	16	2	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_5	NC_015297.1 |Ralstonia phage PE226, complete genome	Parhipatevirus sp. ctQX6PT	5475	None	9	4	1	0	Filamenous Major Coat protein|Filamentous Major Coat protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Parhipatevirus	prodigal-gv	11	NaN
ct3_tubul_2a_50	BK033507.1 |MAG TPA_asm: Inoviridae sp. isolate ct7Qh16, partial genome	Tubulavirales sp. ct2OEK4	13750	None	19	3	1	0	filamentous major capsid protein B|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_51	BK033729.1 |MAG TPA_asm: Inoviridae sp. isolate ctCy16, partial genome	unclassified virus sp. ctC1J54	14150	None	22	1	2	0	Zonular occludens toxin (Zot)	Replication initiation factor|DNAB Like Replicative Helicase		unclassified virus	prodigal-gv	11	NaN
ct3_tubul_2a_52	BK034306.1 |MAG TPA_asm: Inoviridae sp. isolate ctRTX5, partial genome	Tubulavirales sp. ct1GADO	6993	None	9	3	1	0	Filamentous Major Coat protein|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_53	BK041853.1 |MAG TPA_asm: Inoviridae sp. isolate ctCjN2, partial genome	Tubulavirales sp. ctEDGTH	6317	None	7	2	0	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_54	BK042284.1 |MAG TPA_asm: Inoviridae sp. isolate ctJQC2, partial genome	Tubulavirales sp. ctWD00Q	12440	None	15	2	1	0	Zonular occludens toxin (Zot)|Filamentous Major Coat protein	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_55	BK042863.1 |MAG TPA_asm: Inoviridae sp. isolate ctbAR11, partial genome	Tubulavirales sp. ct8LDG5	5943	None	11	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|Filamentous Major Coat protein	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_56	BK043026.1 |MAG TPA_asm: Inoviridae sp. isolate ctMCl7, partial genome	Tubulavirales sp. ctIE01P	8920	None	17	3	1	0	Minor Head Virion Protein|Zonular occludens toxin (Zot)|coat protein B	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_57	BK046178.1 |MAG TPA_asm: Inoviridae sp. isolate ct9nG11, partial genome	Inoviridae sp. ctPFEV7	5523	None	10	1	0	0	Zonular occludens toxin (Zot)			d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_58	BK046779.1 |MAG TPA_asm: Inoviridae sp. isolate ctCyW4, partial genome	Tubulavirales sp. ctCB13T	7257	None	12	3	1	0	filamentous major capsid protein B|Minor Head Virion Protein|Zonular occludens toxin (Zot)	Phage replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_59	BK047133.1 |MAG TPA_asm: Inoviridae sp. isolate ctXsz8, partial genome	Inoviridae sp. ctMS6E4	6227	None	12	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_6	NC_012757.1 |Vibrio phage VEJphi, complete genome	Fibrovirus sp. ct3494L	6842	None	11	3	1	0	Major capsid protein |putative minor coat protein|Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Fibrovirus	prodigal-gv	11	NaN
ct3_tubul_2a_60	BK050939.1 |MAG TPA_asm: Inoviridae sp. isolate ctmTd13, partial genome	Inoviridae sp. ct8XOO8	5913	None	12	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_61	BK055025.1 |MAG TPA_asm: Inoviridae sp. isolate ctLd45, partial genome	Tubulavirales sp. ctFAIQQ	14152	None	21	1	1	0	Zonular occludens toxin (Zot)	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_62	BK023183.1 |MAG TPA_asm: Inoviridae sp. isolate ct1Tv1, partial genome	Inoviridae sp. ctT7CN2	6991	None	15	1	2	0	Zonular occludens toxin (Zot)	Plasmid like replication protein|Plasmid like replication protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae	prodigal-gv	11	NaN
ct3_tubul_2a_63	BK037692.1 |MAG TPA_asm: Inoviridae sp. isolate ctPfN19, partial genome	unclassified virus sp. ctOMW1Y	10339	None	15	0	0	0					prodigal-gv	11	NaN
ct3_tubul_2a_64	BK038104.1 |MAG TPA_asm: Inoviridae sp. isolate ctcA711, partial genome	Tubulavirales sp. ct5EMK5	9226	None	13	3	1	0	Zonular occludens toxin (Zot)|Minor Head Virion Protein|putative major coat protein	Replication initiation factor		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales	prodigal-gv	11	NaN
ct3_tubul_2a_65	BK044417.1 |MAG TPA_asm: Inoviridae sp. isolate ctGj92, partial genome	Inovirus sp. ct0QELJ	5130	None	9	1	1	0	Zonular occludens toxin (Zot)	Rep protein		d_Viruses;-_Monodnaviria;k_Loebvirae;p_Hofneiviricota;c_Faserviricetes;o_Tubulavirales;f_Inoviridae;g_Inovirus	prodigal-gv	11	NaN
