gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
MN585994.1_69	44347	44691	345	-1	0.649	11	None	GENOMAD.066985.VV	3.11e-30	116	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_70	44691	44906	216	-1	0.620	11	None	GENOMAD.225220.VP	3.755e-17	76	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_71	44906	45229	324	-1	0.614	11	None	GENOMAD.222937.VP	9.308e-24	97	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_72	45354	45575	222	-1	0.635	11	AGGAGG	GENOMAD.096204.VV	2.378e-22	91	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_73	45585	45905	321	-1	0.654	11	None	GENOMAD.141990.VP	1.738e-48	168	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_74	46063	46614	552	-1	0.627	11	None	GENOMAD.100196.VV	2.374e-29	117	0	0	0	2561	Caudoviricetes	NA	NA	PF00145;TIGR00675;K00558;COG0270	DNA-methyltransferase (dcm)
MN585994.1_75	46608	46940	333	-1	0.628	11	None	GENOMAD.101338.VV	3.842e-42	150	0	0	0	2561	Caudoviricetes	NA	NA	PF20188;COG1475;TIGR04285	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain
MN585994.1_76	47209	47967	759	-1	0.643	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MN585994.1_77	48110	48361	252	-1	0.679	11	None	GENOMAD.084061.VV	2.249e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_78	48387	48740	354	-1	0.602	11	GGAG/GAGG	GENOMAD.193212.VP	3.556e-30	116	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_79	48743	48886	144	-1	0.639	11	None	GENOMAD.103516.VV	4.532e-12	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_80	48883	49050	168	-1	0.607	11	AGGAGG	GENOMAD.196262.VP	5.592e-28	106	0	0	1	2561	Caudoviricetes	NA	NA	PF17441	NA
MN585994.1_81	49053	49436	384	-1	0.635	11	AGGA	GENOMAD.135874.VV	3.88e-58	197	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_82	49439	49660	222	-1	0.577	11	AGGAG	GENOMAD.118500.VV	1.837e-10	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_83	49700	50425	726	-1	0.627	11	GGAG/GAGG	GENOMAD.133370.VV	1.053e-66	228	0	0	0	2561	Caudoviricetes	NA	NA	PF17338;PF01710;COG2826	Gene product 88; Transposase
MN585994.1_84	50428	50634	207	-1	0.585	11	GGAG/GAGG	GENOMAD.168607.VV	4.345e-29	110	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MN585994.1_85	50665	50757	93	-1	0.548	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MN585994.1_86	50783	51085	303	-1	0.614	11	AGGAG	GENOMAD.076879.VV	2.932e-40	144	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_1	1	270	270	1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_2	267	560	294	1	0.687	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_3	557	742	186	1	0.677	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_4	739	1032	294	1	0.636	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_5	1010	1159	150	1	0.627	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_6	1152	1613	462	1	0.665	11	GGAG/GAGG	GENOMAD.119040.VV	1.865e-05	46	0	0	1	2561	Caudoviricetes	NA	NA	PF05119;COG3747;TIGR01558	Phage terminase, small subunit
KC691255.2_7	1685	1924	240	-1	0.613	11	GGAG/GAGG	GENOMAD.212403.VV	7.617e-52	176	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_8	1924	2223	300	-1	0.657	11	GGA/GAG/AGG	GENOMAD.118676.VV	2.765e-48	167	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_9	2277	3947	1671	1	0.604	11	AGGAGG	GENOMAD.145777.VV	1.091e-44	175	0	0	1	2561	Caudoviricetes	NA	NA	PF05065;TIGR01554;COG4653	phage major capsid protein, HK97 family
KC691255.2_10	3959	4180	222	1	0.577	11	GGAG/GAGG	GENOMAD.216487.VV	2.097e-46	160	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_11	4167	5723	1557	1	0.647	11	GGA/GAG/AGG	GENOMAD.180517.VV	1.293e-11	70	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
KC691255.2_12	5726	6727	1002	1	0.660	11	AGGA	GENOMAD.097154.VV	1.221e-215	663	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543;K06904	Phage head maturation protease
KC691255.2_13	6815	8308	1494	1	0.665	11	AGGA	GENOMAD.104534.VP	1.94e-31	133	0	0	0	2561	Caudoviricetes	NA	NA	COG1659	Uncharacterized protein, linocin/CFP29 family
KC691255.2_14	8431	8610	180	1	0.617	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_15	8610	9176	567	1	0.642	11	GGAG/GAGG	GENOMAD.058109.VV	6.463e-17	81	0	0	0	2561	Caudoviricetes	NA	NA	PF11436;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
KC691255.2_16	9191	9526	336	1	0.646	11	AGGAG	GENOMAD.093788.VV	2.21e-40	145	0	0	1	2561	Caudoviricetes	NA	NA	PF12206;COG5614	Minor capsid protein
KC691255.2_17	9523	9903	381	1	0.580	11	GGAG/GAGG	GENOMAD.198397.VV	3.509e-83	269	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_18	9881	10285	405	1	0.598	11	GGAG/GAGG	GENOMAD.056736.VV	3.875e-45	160	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_19	10312	11286	975	1	0.657	11	AGGA	GENOMAD.056932.VV	2.884e-64	225	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_20	11346	11819	474	1	0.681	11	AGGAG	GENOMAD.108594.VV	1.275e-84	275	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_21	11940	12401	462	1	0.636	11	GGA/GAG/AGG	GENOMAD.089853.VV	3.511e-09	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_22	12545	12811	267	1	0.573	11	None	GENOMAD.183944.VV	5.347e-52	177	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_23	12804	17534	4731	1	0.668	11	AGGA	GENOMAD.093612.VV	0.0	2595	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_24	17564	19225	1662	1	0.645	11	4Base/6BMM	GENOMAD.049960.VV	1.163e-140	458	0	0	0	2561	Caudoviricetes	NA	NA	COG4722;TIGR01633	Phage-related protein
KC691255.2_25	19297	20892	1596	1	0.578	11	None	GENOMAD.028626.VV	2.709e-149	482	0	0	0	2561	Caudoviricetes	NA	NA	PF14594	NA
KC691255.2_26	20913	21734	822	1	0.658	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_27	21751	24147	2397	1	0.653	11	AGxAGG/AGGxGG	GENOMAD.108582.VV	3.713e-230	730	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_28	24144	26984	2841	1	0.641	11	AGGAG	GENOMAD.043865.VV	1.544e-28	127	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_29	26985	27947	963	1	0.624	11	GGAGG	GENOMAD.043865.VV	1.756e-79	269	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_30	28017	28445	429	1	0.646	11	AGGA	GENOMAD.006976.VV	3.027e-43	155	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_31	28750	29034	285	1	0.681	11	AGGAG	GENOMAD.057120.VV	3.996e-42	149	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_32	29108	30610	1503	1	0.642	11	GGA/GAG/AGG	GENOMAD.168642.VP	1.235e-264	814	0	0	0	2561	Caudoviricetes	NA	NA	COG3757	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family
KC691255.2_33	30614	30997	384	1	0.664	11	AGxAGG/AGGxGG	GENOMAD.068941.VV	7.127e-19	84	0	0	1	2561	Caudoviricetes	NA	NA	PF16081	Mycobacterial 2 TMS Phage Holin (M2 Hol) Family
KC691255.2_34	30990	31328	339	1	0.664	11	None	GENOMAD.148600.VV	1.041e-56	192	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_35	31325	32182	858	1	0.661	11	AGxAGG/AGGxGG	GENOMAD.209609.VP	1.23e-56	201	0	0	0	2561	Caudoviricetes	NA	NA	PF01083;K08095;TIGR03056;COG3208	Cutinase
KC691255.2_36	32179	32595	417	1	0.643	11	None	GENOMAD.081859.VV	2.244e-09	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_37	32602	32847	246	1	0.610	11	GGA/GAG/AGG	GENOMAD.222940.VP	4.663e-05	42	0	0	0	2561	Caudoviricetes	NA	NA	PF03960;K06191;TIGR01616;COG1393	nitrogenase-associated protein
KC691255.2_38	33084	33263	180	-1	0.633	11	AGGA	GENOMAD.182761.VV	4.751e-39	138	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_39	33266	33652	387	-1	0.605	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_40	33700	33891	192	-1	0.594	11	GGA/GAG/AGG	GENOMAD.049989.VV	6.09e-31	115	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_41	33894	34403	510	-1	0.627	11	GGAGG	GENOMAD.072219.VV	1.262e-90	293	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_42	34400	34654	255	-1	0.600	11	GGAGG	GENOMAD.223874.VP	9.932e-44	153	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_43	34651	34833	183	-1	0.617	11	GGAGG	GENOMAD.136337.VV	1.448e-28	108	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_44	34830	35105	276	-1	0.609	11	GGAG/GAGG	GENOMAD.177194.VP	1.518e-58	196	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_45	35102	35275	174	-1	0.575	11	AGxAG	GENOMAD.081581.VV	6.7e-20	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_46	35275	35442	168	-1	0.625	11	GGA/GAG/AGG	GENOMAD.073188.VV	5.592e-28	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_47	35439	35609	171	-1	0.620	11	GGAG/GAGG	GENOMAD.123946.VV	4.002e-17	75	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_48	35668	35883	216	-1	0.606	11	GGA/GAG/AGG	GENOMAD.225952.VP	7.092e-41	144	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_49	35902	36048	147	-1	0.612	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_50	36048	36449	402	-1	0.609	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_51	36736	37038	303	-1	0.617	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_52	37289	38170	882	1	0.678	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_53	38309	38548	240	1	0.738	11	GGAG/GAGG	GENOMAD.162620.VV	2.555e-47	163	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_54	38526	39299	774	-1	0.637	11	GGA/GAG/AGG	GENOMAD.167082.VV	7.722e-69	235	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_55	39394	39825	432	-1	0.634	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_56	40051	40149	99	1	0.616	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_57	40146	40283	138	1	0.594	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_58	40280	41125	846	1	0.660	11	GGA/GAG/AGG	GENOMAD.056022.VV	5.534e-28	117	0	0	0	2561	Caudoviricetes	NA	NA	PF19062	NA
KC691255.2_59	41127	41273	147	1	0.565	11	GGAG/GAGG	GENOMAD.172177.VV	1.683e-21	87	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_60	41270	41548	279	1	0.606	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_61	42092	42397	306	1	0.660	11	AGGAG	GENOMAD.216489.VV	1.505e-63	211	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_62	42416	42523	108	1	0.620	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_63	42531	42764	234	1	0.654	11	AGxAGG/AGGxGG	GENOMAD.190296.VP	8.023e-35	127	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_64	42764	42925	162	1	0.568	11	GGAG/GAGG	GENOMAD.133143.VV	3.132e-25	98	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_65	43146	43475	330	1	0.670	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_66	43472	44440	969	1	0.614	11	GGA/GAG/AGG	GENOMAD.215625.VV	1.347e-09	62	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_67	44437	44847	411	1	0.625	11	GGAG/GAGG	GENOMAD.177112.VP	6.703e-32	122	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_68	44840	45562	723	1	0.680	11	GGA/GAG/AGG	GENOMAD.208125.VP	3.67e-28	116	0	0	0	2561	Caudoviricetes	NA	NA	PF04404	ERF superfamily
KC691255.2_69	45555	45866	312	1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_70	45866	46336	471	1	0.601	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_71	46336	46704	369	1	0.599	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
KC691255.2_72	46707	47075	369	1	0.675	11	AGGAG	GENOMAD.177112.VP	2.427e-28	111	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
KC691255.2_73	47075	47248	174	1	0.621	11	None	GENOMAD.069080.VV	2.368e-15	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
