gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
BK062760.1_CDS_0011	5232	4273	-	BK062760.1	112.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	8536	30.266867	4.5435016627517857e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	8536	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0012	5353	5243	-	BK062760.1	8.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0013	5525	5890	+	BK062760.1	7.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0014	5894	6388	+	BK062760.1	51.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0015	6385	6936	+	BK062760.1	48.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2666	61.565052	1.1484252152636871e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0016	6942	7421	+	BK062760.1	35.4	17373	110.0	0.458	1.975e-29	p22620 VI_00102	17373	116.456528	2.8506136582631567e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	17373	Pyrodigal-gv_0.3.1	CDS	#838383	peptidase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0017	7423	7659	+	BK062760.1	11.6	3342	60.0	0.657	1.176e-14	NC_029092_p47	3342	56.626434	3.607467069747505e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	3342	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0018	7613	8272	+	BK062760.1	10.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0019	8578	8084	-	BK062760.1	16.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BK062760.1_CDS_0020	8826	8575	-	BK062760.1	15.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0001	1	417	+	OM867525.1	27.0	1668	86.0	0.59	1.162e-22	p440314 VI_06404	1668	75.872025	5.7607549713185096e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	1668	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0002	547	407	-	OM867525.1	11.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0003	714	544	-	OM867525.1	8.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	37192	28.987656	1.3421736025119414e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	37192	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0004	914	711	-	OM867525.1	11.5	8494	98.0	0.765	1.224e-27	p414253 VI_11486	8494	102.172256	1.8349394866543389e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	8494	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0005	1278	916	-	OM867525.1	30.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0006	1711	1256	-	OM867525.1	29.8	873	158.0	0.633	1.82e-47	p239814 VI_06239	873	195.472305	3.738641083134264e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	873	Pyrodigal-gv_0.3.1	CDS	#3e83f6	endolysin	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0007	1973	1653	-	OM867525.1	35.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0008	2497	1970	-	OM867525.1	39.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	5795	43.730106	2.2357286585547337e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	5795	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0009	3024	2497	-	OM867525.1	59.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	24031	40.258053	3.371822407950961e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	24031	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0010	3530	3036	-	OM867525.1	49.8	34313	41.0	0.204	3.092e-06	p438526 VI_07702	34313	32.6539	1.0534311094543244e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	34313	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0011	3904	3530	-	OM867525.1	30.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0012	4094	3882	-	OM867525.1	12.3	8911	37.0	0.636	1.69e-06	p437649 VI_11481	8911	32.662056	1.3879757012465654e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	8911	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0013	4364	4104	-	OM867525.1	21.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0014	5165	4374	-	OM867525.1	87.2	8536	69.0	0.224	3.383e-15	p438530 VI_07702	8536	135.32988	4.111639262751229e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	8536	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0015	5275	5180	-	OM867525.1	4.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0016	6055	5405	-	OM867525.1	43.0	2666	88.0	0.301	4.695999999999999e-22	p394408 VI_00688	2666	126.213364	2.990112942030797e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0017	6530	6045	-	OM867525.1	69.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	12153	42.022064	1.7927315350747634e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	12153	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0018	6718	6512	-	OM867525.1	7.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0019	7032	6721	-	OM867525.1	13.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0020	7247	7029	-	OM867525.1	31.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0021	7412	8134	+	OM867525.1	78.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0022	9251	8643	-	OM867525.1	46.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OM867525.1_CDS_0023	9470	9751	+	OM867525.1	33.6	4441	82.0	0.527	1.351e-21	p152087 VI_05530	4441	88.652046	5.084397511713688e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	4441	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0001	176	3	-	MZ230992.1	22.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0002	414	238	-	MZ230992.1	15.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0003	2287	386	-	MZ230992.1	136.3	38601	623.0	0.529	3.012e-200	p430135 VI_11377	38601	652.3479	1.1743937972054303e-195	No_custom_HMM	No_custom_HMM	No_custom_HMM	38601	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0004	2634	2287	-	MZ230992.1	17.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0005	2858	2631	-	MZ230992.1	10.7	13957	96.0	0.776	2.4019999999999998e-27	p414236 VI_11486	13957	94.433853	5.965509785910443e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	13957	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0006	3007	3222	+	MZ230992.1	10.0	4441	42.0	0.595	9.385e-08	p152087 VI_05530	4441	36.532604	9.10824938135844e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	4441	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0007	3561	3992	+	MZ230992.1	40.3	8213	223.0	0.772	1.2340000000000002e-69	p414234 VI_11482	8213	204.789719	9.185272932618061e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	8213	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0008	4129	4019	-	MZ230992.1	2.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0009	4571	4365	-	MZ230992.1	25.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0010	4954	4568	-	MZ230992.1	25.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0011	5390	4932	-	MZ230992.1	34.9	873	144.0	0.601	1.5760000000000002e-42	p239814 VI_06239	873	176.39238	2.1487901556464237e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	873	Pyrodigal-gv_0.3.1	CDS	#3e83f6	endolysin	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0012	5523	5329	-	MZ230992.1	25.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0013	6232	5525	-	MZ230992.1	45.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	4492	41.5923	9.410958100926373e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	4492	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0014	6774	6232	-	MZ230992.1	45.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0015	7223	6774	-	MZ230992.1	38.4	12546	39.0	0.38	5.696e-06	p437651 VI_11481	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	12546	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0016	7603	7226	-	MZ230992.1	12.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0017	7790	7584	-	MZ230992.1	5.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	8911	29.567137	1.2833667268103792e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	8911	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0018	8050	7802	-	MZ230992.1	21.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0019	8861	8064	-	MZ230992.1	79.6	8536	67.0	0.222	2.001e-14	p438530 VI_07702	8536	113.708557	1.6156409824190507e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	8536	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0020	9839	9165	-	MZ230992.1	38.4	2666	72.0	0.28	1.387e-16	p394408 VI_00688	2666	92.049721	6.685675018249271e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MZ230992.1_CDS_0021	10320	9823	-	MZ230992.1	57.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
