gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MN585994.1_CDS_0017	12917	13285	+	MN585994.1	31.4	320	192.0	0.779	7.222e-58	KY549153_p12	320	186.249939	3.988142698268822e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	320	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0018	13285	13620	+	MN585994.1	33.1	321	154.0	0.695	5.701e-45	NC_023731_p22	321	124.648048	5.022666425600072e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	321	Pyrodigal-gv_0.3.1	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0019	13630	14046	+	MN585994.1	62.0	123	87.0	0.373	2.9e-21	MF919521_p13	123	151.733459	2.1952809126468204e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	123	Pyrodigal-gv_0.3.1	CDS	#35d7ff	tail terminator	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0020	14062	14658	+	MN585994.1	112.4	117	103.0	0.353	7.680000000000001e-26	NC_005822_p38	117	220.841095	5.516484836830299e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	117	Pyrodigal-gv_0.3.1	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0021	14773	15168	+	MN585994.1	72.8	393	117.0	0.496	3.601e-29	NC_023565_p23	330	122.827423	2.2288928261394279e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	393	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0022	15120	15599	+	MN585994.1	30.1	393	204.0	0.715	5.761e-59	NC_023565_p23	393	210.413467	7.053865693779771e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	393	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0023	15580	18678	+	MN585994.1	438.5	305	248.0	0.254	2.959e-67	MF975638_p8	305	786.209167	1.4731679978482746e-235	No_custom_HMM	No_custom_HMM	No_custom_HMM	305	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0024	18709	19731	+	MN585994.1	132.7	106	196.0	0.352	7.798e-56	MG099939_p19	106	342.672089	4.370853102164175e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	106	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0025	19728	21518	+	MN585994.1	237.1	110	741.0	0.638	3.4459999999999998e-239	NC_023565_p27	110	772.979797	4.073517243956637e-232	No_custom_HMM	No_custom_HMM	No_custom_HMM	110	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0026	21612	21983	+	MN585994.1	24.1	352	243.0	0.946	6.031e-75	KX683876_p27	352	197.49469	1.756452523220568e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	352	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0027	21980	22342	+	MN585994.1	43.0	404	98.0	0.486	1.212e-25	MF324899_p32	404	126.958916	7.688128790454327e-37	No_custom_HMM	No_custom_HMM	No_custom_HMM	404	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0028	22351	24009	+	MN585994.1	204.7	737	72.0	0.413	1.674e-13	NC_031122_p24	737	228.796356	2.4517779715836255e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	737	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0029	24009	24662	+	MN585994.1	62.7	356	130.0	0.391	8.880000000000001e-35	MG099938_p5	356	178.613449	4.150318401428718e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	356	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0030	24745	24936	+	MN585994.1	2.8	2570	91.0	0.711	5.339e-24	MF537628_p32	2570	88.523331	4.478346257769335e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	2570	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0031	24933	25100	+	MN585994.1	-3.5	13711	111.0	0.957	3.3820000000000004e-31	NC_028877_p33	13711	109.305237	1.5836246577135848e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	13711	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0032	26656	25103	-	MN585994.1	179.0	95	232.0	0.372	1.639e-66	p77578 VI_00064	95	426.177307	4.931511684101103e-127	No_custom_HMM	No_custom_HMM	No_custom_HMM	95	Pyrodigal-gv_0.3.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0033	26902	27321	+	MN585994.1	10.4	733	216.0	0.761	8.432999999999999e-66	MF373840_p32	733	230.505234	7.691761216985133e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	733	Pyrodigal-gv_0.3.1	CDS	#fea328	excisionase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0034	27624	27430	-	MN585994.1	21.6	2697	83.0	0.538	7.923e-21	KP027202_p32	2697	81.577217	9.250424955120635e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	2697	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0035	28079	27876	-	MN585994.1	12.4	9466	154.0	1.0	9.075e-46	NC_031238_p41	9466	144.913437	9.009133406503696e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	9466	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0036	28474	28076	-	MN585994.1	69.3	383	173.0	0.693	2.039e-51	NC_028928_p45	383	157.246765	5.051031546844479e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	383	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0037	28743	28474	-	MN585994.1	28.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3771	45.891331	9.838122176721264e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	3771	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0038	28934	28740	-	MN585994.1	26.1	896	117.0	0.877	6.13e-33	MF668278_p42	896	91.634689	6.957499723391514e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	896	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0039	30794	29001	-	MN585994.1	199.5	17	59.0	0.196	1.638e-09	NC_019926_p15	17	573.663574	2.248460798781832e-171	No_custom_HMM	No_custom_HMM	No_custom_HMM	17	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0040	31011	30799	-	MN585994.1	10.2	13814	48.0	0.454	6.415e-09	MG099947_p44	13814	40.96698	3.069735262637405e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	13814	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0041	31340	31011	-	MN585994.1	44.6	2094	166.0	0.722	6.231e-49	NC_022965_p44	2094	141.463486	2.6419671733113e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	2094	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0042	31684	31340	-	MN585994.1	53.7	517	58.0	0.564	1.133e-11	MF668278_p45	517	113.552711	2.331719545134578e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	517	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0043	31905	31681	-	MN585994.1	31.9	690	82.0	0.664	1.09e-20	JN699019_p47	690	83.979912	7.984304622458381e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	690	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0044	32614	31907	-	MN585994.1	87.3	85	156.0	0.362	1.361e-41	NC_008198_p65	85	294.571167	4.080103020642357e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	85	Pyrodigal-gv_0.3.1	CDS	#ffdf59	thymidylate synthase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0045	33320	32739	-	MN585994.1	14.6	364	177.0	0.509	1.0409999999999999e-51	MF919500_p51	364	193.712097	6.85573747331706e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	364	Pyrodigal-gv_0.3.1	CDS	#ffdf59	ribonucleoside reductase class II	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0046	35356	33317	-	MN585994.1	215.5	367	1111.0	0.803	0.0	JF704098_p51	367	1029.998535	8.70409367091156e-310	No_custom_HMM	No_custom_HMM	No_custom_HMM	367	Pyrodigal-gv_0.3.1	CDS	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0047	35582	35343	-	MN585994.1	9.5	499	109.0	0.791	2.4530000000000003e-30	JF704098_p52	499	85.175827	3.662196608372528e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	499	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0048	35716	35582	-	MN585994.1	2.4	10515	78.0	0.843	1.172e-19	NC_028965_p53	10515	76.221596	3.555388876840631e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	10515	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0049	36369	35713	-	MN585994.1	90.9	354	225.0	0.583	2.396e-67	JN049605_p53	354	225.590302	1.188199924297186e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	354	Pyrodigal-gv_0.3.1	CDS	#a861e3	sigma-K factor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0050	37188	36418	-	MN585994.1	124.7	221	329.0	0.647	8.451e-103	MH020239_p48	221	382.55481	4.250770201289438e-114	No_custom_HMM	No_custom_HMM	No_custom_HMM	221	Pyrodigal-gv_0.3.1	CDS	#838383	metallo-phosphoesterase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0051	37666	37181	-	MN585994.1	63.4	1167	173.0	0.787	7.751e-51	JN049605_p55	1167	197.157211	4.752969626426597e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	1167	Pyrodigal-gv_0.3.1	CDS	#838383	phosphofructokinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0052	37935	37663	-	MN585994.1	35.0	22	46.0	0.357	1.309e-07	KX925554_p168	22	66.36808	6.326583667610383e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	22	Pyrodigal-gv_0.3.1	CDS	#ffdf59	thioredoxin domain	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0053	38561	37935	-	MN585994.1	39.9	849	141.0	0.388	2.007e-38	NC_027625_p30	47	195.944763	2.7924677443330476e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	849	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0054	39050	38883	-	MN585994.1	4.4	4886	101.0	0.81	1.671e-27	JF704110_p60	4886	83.445602	1.7335480642946276e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	4886	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0055	39511	39047	-	MN585994.1	17.7	307	231.0	0.705	1.203e-70	GQ303265_p23	307	300.368591	5.791797869218872e-89	No_custom_HMM	No_custom_HMM	No_custom_HMM	307	Pyrodigal-gv_0.3.1	CDS	#ffdf59	endonuclease VII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0056	39614	39462	-	MN585994.1	10.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	9791	33.915085	4.343628771890826e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	9791	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0057	39772	39614	-	MN585994.1	17.1	1498	63.0	0.614	1.611e-14	MF141539_p60	1498	74.504715	1.6150672153564025e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1498	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0058	39912	39769	-	MN585994.1	18.7	397	44.0	0.32	3.225e-07	NC_011020_p59	397	59.25811	9.477343635976525e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	397	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0059	40347	39961	-	MN585994.1	66.9	478	167.0	0.651	4.9e-49	NC_030936_p106	478	176.288712	5.03942765085336e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	478	Pyrodigal-gv_0.3.1	CDS	#fea328	site-specific recombination directionality factor RDF	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0060	40520	40344	-	MN585994.1	21.3	24374	46.0	0.949	7.735e-08	KY223999_p61	1374	46.45079	5.0409911830869165e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	24374	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0061	41338	40529	-	MN585994.1	122.4	243	371.0	0.688	1.153e-116	NC_028904_p36	243	398.655975	1.8766146877256347e-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	243	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0062	41628	41359	-	MN585994.1	16.7	520	116.0	0.736	4.7280000000000004e-32	NC_022058_p71	520	118.792328	2.5234347650849535e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	520	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0063	41846	41625	-	MN585994.1	33.6	642	128.0	0.831	5.182e-36	KX576638_p70	642	112.88163	1.4541471503628303e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	642	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0064	42786	41878	-	MN585994.1	125.0	69	122.0	0.281	3.915e-30	NC_019519_p21	69	204.72493	5.698514242235895e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	69	Pyrodigal-gv_0.3.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0065	43202	42783	-	MN585994.1	38.9	1562	178.0	0.653	8.899999999999998e-53	MH051252_p73	1562	172.272766	9.107605117845527e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	1562	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0066	43755	43222	-	MN585994.1	58.2	357	268.0	0.8	2.849e-83	NC_031041_p77	357	243.617386	1.62324227139206e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	357	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0067	44164	44015	-	MN585994.1	4.8	1173	55.0	0.517	1.042e-11	MG793454_p71	1173	69.544266	4.168089300481878e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	1173	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0068	44333	44166	-	MN585994.1	25.5	7865	94.0	0.84	2.3e-25	KU716094_p76	7865	100.119728	8.913922754190539e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	7865	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN585994.1_CDS_0069	44691	44347	-	MN585994.1	46.2	3236	100.0	0.493	2.7200000000000003e-26	KU160672_p59	3236	119.271294	1.9961621866818954e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	3236	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
