gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MG945140.1_CDS_0001	1	1368	+	MG945140.1	120.2	942	77.0	0.272	6.59e-17	NC_002643_p1	942	91.648354	1.358381011043291e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945140.1_CDS_0002	1393	1497	+	MG945140.1	2.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945140.1_CDS_0003	1503	1802	+	MG945140.1	42.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945140.1_CDS_0004	1789	4344	+	MG945140.1	389.6	514	64.0	0.445	1.186e-12	GQ153913_p9	514	157.616638	8.870216249267349e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945140.1_CDS_0005	4398	5645	+	MG945140.1	195.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0001	1	177	+	MT135450.1	14.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0002	201	395	+	MT135450.1	11.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0003	392	583	+	MT135450.1	5.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0004	627	2207	+	MT135450.1	105.2	942	51.0	0.287	9.341e-09	NC_002643_p1	942	67.370972	3.108982699433763e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0005	2197	2511	+	MT135450.1	24.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0006	2525	2653	+	MT135450.1	1.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT135450.1_CDS_0007	2657	4201	+	MT135450.1	164.7	514	59.0	0.534	8.028e-11	GQ153913_p9	514	77.899513	1.2721311595864286e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572459.1_CDS_0001	1	1590	+	MH572459.1	108.1	514	317.0	0.429	5.372e-97	GQ153913_p9	514	536.303162	1.566570009129634e-160	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572459.1_CDS_0002	1686	2453	+	MH572459.1	34.7	942	156.0	0.434	1.597e-43	NC_002643_p1	942	196.52861	2.18256706544276e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572459.1_CDS_0003	2519	2842	+	MH572459.1	18.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572459.1_CDS_0004	3295	4215	+	MH572459.1	74.2	8689	150.0	0.327	4.09e-41	NC_027646_p5	8689	215.435501	3.112588271467558e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	8689	Pyrodigal-gv_0.3.1	CDS	#07e9a2	pilot protein for DNA ejection	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572459.1_CDS_0005	4383	4517	+	MH572459.1	8.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0001	1	1353	+	MT310107.1	118.9	514	177.0	0.323	4.165e-49	GQ153913_p9	514	352.147827	9.985039695424569e-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0002	1353	1724	+	MT310107.1	35.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0003	1726	2388	+	MT310107.1	75.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	8693	47.170197	5.492072491847048e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	8693	Pyrodigal-gv_0.3.1	CDS	#07e9a2	pilot protein for DNA ejection	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0004	2385	3182	+	MT310107.1	28.9	942	177.0	0.451	2.171e-50	NC_002643_p1	942	234.752823	5.642113069102322e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0005	3678	3794	+	MT310107.1	3.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0006	3873	4160	+	MT310107.1	20.8	1670	47.0	0.356	3.433e-09	NC_022790_p6	1670	39.719471	6.898257075930181e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	1670	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MT310107.1_CDS_0007	4157	4333	+	MT310107.1	12.0	514	63.0	0.759	3.655e-12	GQ153913_p9	514	46.442482	4.334344640893286e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0001	1	1629	+	MK496797.1	176.7	514	418.0	0.518	1.1370000000000001e-131	GQ153913_p9	514	722.906372	4.454228600866224e-217	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0002	1690	2439	+	MK496797.1	87.6	18604	73.0	0.665	9.618e-16	KT264784_p2	5158	71.697754	1.5661530538819612e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	18604	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0003	2653	2892	+	MK496797.1	41.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0004	2885	3109	+	MK496797.1	20.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0005	3072	4145	+	MK496797.1	119.0	942	268.0	0.523	7.261e-82	NC_002643_p1	942	343.382111	6.620383705851786e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0006	4388	4504	+	MK496797.1	4.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	10695	37.647408	3.416335192827428e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	10695	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0007	4501	4749	+	MK496797.1	10.0	1670	62.0	0.408	1.438e-14	NC_022790_p6	1670	55.254299	9.82628283102261e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	1670	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496797.1_CDS_0008	4736	5203	+	MK496797.1	66.3	1642	64.0	0.333	2.92e-14	KT264820_p5	1642	99.859459	2.678034052482066e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	1642	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0001	1	1746	+	MK496708.1	261.7	514	199.0	0.292	1.476e-56	GQ153913_p9	514	395.650085	6.560026384928546e-118	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0002	1755	2123	+	MK496708.1	63.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0003	2192	3202	+	MK496708.1	172.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0004	3223	3375	+	MK496708.1	0.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0005	3386	3676	+	MK496708.1	10.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0006	3737	5164	+	MK496708.1	97.8	942	136.0	0.28	1.995e-36	NC_002643_p1	942	207.422485	1.0877534410351607e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MK496708.1_CDS_0007	5258	5488	+	MK496708.1	31.0	1670	62.0	0.462	1.975e-14	NC_022790_p6	1670	49.756687	5.098723937226342e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	1670	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0001	1	1578	+	MH572433.1	191.7	514	397.0	0.513	1.8790000000000002e-124	GQ153913_p9	514	679.565979	6.055734939197538e-204	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0002	1629	2303	+	MH572433.1	92.7	16516	71.0	0.613	3.458e-16	NC_002180_p2	11693	93.155365	5.242183458450516e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	16516	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0003	2313	2750	+	MH572433.1	50.8	1642	73.0	0.374	2.159e-17	KT264820_p5	1642	98.493057	7.057907811571331e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	1642	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0004	3089	4048	+	MH572433.1	31.1	942	213.0	0.474	5.674e-63	NC_002643_p1	942	254.487122	5.875754019372125e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0005	4045	4170	+	MH572433.1	12.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572433.1_CDS_0006	4172	4420	+	MH572433.1	35.1	1670	85.0	0.531	1.462e-22	NC_022790_p6	1670	87.449516	8.882832646257464e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	1670	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572358.1_CDS_0001	1	1464	+	MH572358.1	114.1	514	288.0	0.438	7.799e-87	GQ153913_p9	514	432.802521	3.619442263099878e-129	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572358.1_CDS_0002	1461	1943	+	MH572358.1	25.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572358.1_CDS_0003	2181	3128	+	MH572358.1	33.5	942	94.0	0.334	1.9169999999999998e-22	NC_002643_p1	942	112.5541	6.244870793146662e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572358.1_CDS_0004	3551	4282	+	MH572358.1	60.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	11693	29.643152	1.3617101187641583e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	11693	Pyrodigal-gv_0.3.1	CDS	#07e9a2	pilot protein for DNA ejection	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH572358.1_CDS_0005	4285	4386	+	MH572358.1	8.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945466.1_CDS_0001	1	924	+	MG945466.1	98.6	942	109.0	0.3	1.521e-27	NC_002643_p1	942	137.350403	1.8994061582366056e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	942	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945466.1_CDS_0002	2000	2296	+	MG945466.1	46.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945466.1_CDS_0003	2307	4178	+	MG945466.1	251.3	514	95.0	0.191	2.716e-22	GQ153913_p9	514	280.292908	5.935693936820303e-83	No_custom_HMM	No_custom_HMM	No_custom_HMM	514	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MG945466.1_CDS_0004	4178	4627	+	MG945466.1	96.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
