locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ230995.1_1												Hypothetical
MZ230995.1_2												Hypothetical
MZ230995.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	6.3e-196	411.0		hypothetical
MZ230995.1_4												Hypothetical
MZ230995.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ230995.1_6					phrog_4441		PHROG:phrog_4441	90	4.2e-28	92.1		HTH DNA binding protein
MZ230995.1_7					phrog_8213		PHROG:phrog_8213	144	3.1e-62	203.0		hypothetical
MZ230995.1_8												Hypothetical
MZ230995.1_9												Hypothetical
MZ230995.1_10												Hypothetical
MZ230995.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ230995.1_12												Hypothetical
MZ230995.1_13												Hypothetical
MZ230995.1_14												Hypothetical
MZ230995.1_15												Hypothetical
MZ230995.1_16												Hypothetical
MZ230995.1_17												Hypothetical
MZ230995.1_18												Hypothetical
MZ230995.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ230995.1_20												Hypothetical
MZ230995.1_21												Hypothetical
MZ230995.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ230995.1_23												Hypothetical
MZ230995.1_24												Hypothetical
MZ230996.1_1												Hypothetical
MZ230996.1_2												Hypothetical
MZ230996.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	2.5e-197	411.8		hypothetical
MZ230996.1_4												Hypothetical
MZ230996.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ230996.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ230996.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ230996.1_8												Hypothetical
MZ230996.1_9												Hypothetical
MZ230996.1_10												Hypothetical
MZ230996.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ230996.1_12												Hypothetical
MZ230996.1_13												Hypothetical
MZ230996.1_14												Hypothetical
MZ230996.1_15												Hypothetical
MZ230996.1_16												Hypothetical
MZ230996.1_17												Hypothetical
MZ230996.1_18												Hypothetical
MZ230996.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ230996.1_20												Hypothetical
MZ230996.1_21												Hypothetical
MZ230996.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ230996.1_23												Hypothetical
MZ230996.1_24												Hypothetical
MZ230997.1_1												Hypothetical
MZ230997.1_2												Hypothetical
MZ230997.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	2.5e-197	411.8		hypothetical
MZ230997.1_4												Hypothetical
MZ230997.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ230997.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ230997.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ230997.1_8												Hypothetical
MZ230997.1_9												Hypothetical
MZ230997.1_10												Hypothetical
MZ230997.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ230997.1_12												Hypothetical
MZ230997.1_13												Hypothetical
MZ230997.1_14												Hypothetical
MZ230997.1_15												Hypothetical
MZ230997.1_16												Hypothetical
MZ230997.1_17												Hypothetical
MZ230997.1_18												Hypothetical
MZ230997.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ230997.1_20												Hypothetical
MZ230997.1_21												Hypothetical
MZ230997.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ230997.1_23												Hypothetical
MZ230997.1_24												Hypothetical
MZ230998.1_1												Hypothetical
MZ230998.1_2												Hypothetical
MZ230998.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	4.3e-197	411.0		hypothetical
MZ230998.1_4												Hypothetical
MZ230998.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ230998.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ230998.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ230998.1_8												Hypothetical
MZ230998.1_9												Hypothetical
MZ230998.1_10												Hypothetical
MZ230998.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ230998.1_12												Hypothetical
MZ230998.1_13												Hypothetical
MZ230998.1_14												Hypothetical
MZ230998.1_15												Hypothetical
MZ230998.1_16												Hypothetical
MZ230998.1_17												Hypothetical
MZ230998.1_18												Hypothetical
MZ230998.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ230998.1_20												Hypothetical
MZ230998.1_21												Hypothetical
MZ230998.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ230998.1_23												Hypothetical
MZ230998.1_24												Hypothetical
MZ230999.1_1												Hypothetical
MZ230999.1_2												Hypothetical
MZ230999.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	1.5e-196	409.2		hypothetical
MZ230999.1_4												Hypothetical
MZ230999.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ230999.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ230999.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ230999.1_8												Hypothetical
MZ230999.1_9												Hypothetical
MZ230999.1_10												Hypothetical
MZ230999.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ230999.1_12												Hypothetical
MZ230999.1_13												Hypothetical
MZ230999.1_14												Hypothetical
MZ230999.1_15												Hypothetical
MZ230999.1_16												Hypothetical
MZ230999.1_17												Hypothetical
MZ230999.1_18												Hypothetical
MZ230999.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ230999.1_20												Hypothetical
MZ230999.1_21												Hypothetical
MZ230999.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ230999.1_23												Hypothetical
MZ230999.1_24												Hypothetical
MZ231000.1_1												Hypothetical
MZ231000.1_2												Hypothetical
MZ231000.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	4.3e-197	411.0		hypothetical
MZ231000.1_4												Hypothetical
MZ231000.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ231000.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ231000.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ231000.1_8												Hypothetical
MZ231000.1_9												Hypothetical
MZ231000.1_10												Hypothetical
MZ231000.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ231000.1_12												Hypothetical
MZ231000.1_13												Hypothetical
MZ231000.1_14												Hypothetical
MZ231000.1_15												Hypothetical
MZ231000.1_16												Hypothetical
MZ231000.1_17												Hypothetical
MZ231000.1_18												Hypothetical
MZ231000.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MZ231000.1_20												Hypothetical
MZ231000.1_21												Hypothetical
MZ231000.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ231000.1_23												Hypothetical
MZ231000.1_24												Hypothetical
MZ231001.1_1												Hypothetical
MZ231001.1_2												Hypothetical
MZ231001.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	2.2e-195	409.6		hypothetical
MZ231001.1_4												Hypothetical
MZ231001.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MZ231001.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MZ231001.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MZ231001.1_8												Hypothetical
MZ231001.1_9												Hypothetical
MZ231001.1_10												Hypothetical
MZ231001.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MZ231001.1_12												Hypothetical
MZ231001.1_13												Hypothetical
MZ231001.1_14												Hypothetical
MZ231001.1_15												Hypothetical
MZ231001.1_16												Hypothetical
MZ231001.1_17												Hypothetical
MZ231001.1_18												Hypothetical
MZ231001.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.8		hypothetical protein
MZ231001.1_20												Hypothetical
MZ231001.1_21												Hypothetical
MZ231001.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MZ231001.1_23												Hypothetical
MZ231001.1_24												Hypothetical
NC_042121.1_1					phrog_18872	VOG31955	VOG:VOG31955	158	9.2e-114	370.8		hypothetical protein
NC_042121.1_2					phrog_4441	VOG01236	PHROG:phrog_4441	93	3.7e-29	95.4		HTH DNA binding protein
NC_042121.1_3					phrog_34393	VOG07201	VOG:VOG07201	75	7.6e-54	174.4		hypothetical protein
NC_042121.1_4						VOG31956	VOG:VOG31956	89	2.1e-54	176.3		tail assembly chaperone
NC_042121.1_5					phrog_91	VOG01486	VOG:VOG01486	635	5.5e-209	690.7		hypothetical protein
NC_042121.1_6					phrog_20723	VOG31957	VOG:VOG31957	65	2.7e-47	153.3		hypothetical protein
NC_042121.1_7					phrog_20333	VOG31958	VOG:VOG31958	102	8.4e-73	235.6		hypothetical protein
NC_042121.1_8					phrog_37020	VOG31959	VOG:VOG31959	144	8.4e-98	318.6		hypothetical protein
NC_042121.1_9					phrog_2666	VOG01157	PHROG:phrog_2666	219	1.1e-60	199.7		terminase large subunit
NC_042121.1_10					phrog_8536	VOG20608	PHROG:phrog_8536	270	6.5e-115	377.3		major head protein
NC_042121.1_11					phrog_19558	VOG31961	VOG:VOG31961	105	3.4e-71	230.4		putative 30 kDa protein
NC_042121.1_12					phrog_37720	VOG31964	VOG:VOG31964	41	7.6e-35	112.9		hypothetical protein
NC_042121.1_13					phrog_8911	VOG31962	VOG:VOG31962	76	2.1e-52	169.7		hypothetical protein
NC_042121.1_14					phrog_20836, phrog_20836	VOG31963	VOG:VOG31963	292	8.6e-195	640.0		hypothetical protein
NC_042121.1_15					phrog_24031		PHROG:phrog_24031	483	1.5e-244	806.5		hypothetical
NC_042121.1_16					phrog_873	VOG00094	PHROG:phrog_873	161	5.5e-52	171.1		endolysin
NC_042121.1_17					phrog_20312	VOG31965	VOG:VOG31965	128	7.1e-90	292.2		hypothetical protein
NC_042121.1_18					phrog_32586	VOG31966	VOG:VOG31966	54	5.5e-43	139.2		hypothetical protein
NC_042121.1_19												Hypothetical
MH730557.1_1												Hypothetical
MH730557.1_2												Hypothetical
MH730557.1_3					phrog_38601, phrog_38601	VOG30107, VOG30107	PHROG:phrog_38601	634	2.5e-197	411.8		hypothetical
MH730557.1_4												Hypothetical
MH730557.1_5					phrog_13957		PHROG:phrog_13957	76	1.9e-29	96.0		hypothetical
MH730557.1_6					phrog_4441		PHROG:phrog_4441	90	5.7e-24	78.8		HTH DNA binding protein
MH730557.1_7					phrog_8213		PHROG:phrog_8213	144	1.1e-62	204.4		hypothetical
MH730557.1_8												Hypothetical
MH730557.1_9												Hypothetical
MH730557.1_10												Hypothetical
MH730557.1_11					phrog_873	VOG01992	PHROG:phrog_873	153	4.2e-50	165.0		endolysin
MH730557.1_12												Hypothetical
MH730557.1_13												Hypothetical
MH730557.1_14												Hypothetical
MH730557.1_15												Hypothetical
MH730557.1_16												Hypothetical
MH730557.1_17												Hypothetical
MH730557.1_18												Hypothetical
MH730557.1_19					phrog_8536	VOG20608	VOG:VOG20608	266	2.5e-45	147.4		hypothetical protein
MH730557.1_20												Hypothetical
MH730557.1_21												Hypothetical
MH730557.1_22					phrog_2666	VOG01157	PHROG:phrog_2666	225	4.6e-33	109.3		terminase large subunit
MH730557.1_23												Hypothetical
MH730557.1_24												Hypothetical
MH105080.1_1					phrog_2524	VOG10042	VOG:VOG10042	119	8.5e-26	85.0		hypothetical protein
MH105080.1_2												Hypothetical
MH105080.1_3												Hypothetical
MH105080.1_4												Hypothetical
MH105080.1_5		K08309	COG0741				KEGG:K08309	206	2.8e-31	103.9	4.2.2.-	Soluble lytic murein transglycosylase
MH105080.1_6												Hypothetical
MH105080.1_7												Hypothetical
MH105080.1_8												Hypothetical
MH105080.1_9												Hypothetical
MH105080.1_10												Hypothetical
MH105080.1_11												Hypothetical
MH105080.1_12					phrog_2666		PHROG:phrog_2666	184	1.3e-20	68.6		terminase large subunit
MH105080.1_13		K08640	COG3108		phrog_894	VOG02154	VOG:VOG02154	160	1.5e-36	120.7		Uncharacterized protein HI_1489
MH105080.1_14												Hypothetical
MH105080.1_15												Hypothetical
MH105080.1_16												Hypothetical
MH105080.1_17												Hypothetical
MG966533.1_1					phrog_18872	VOG31955	VOG:VOG31955	158	9.2e-114	370.8		hypothetical protein
MG966533.1_2					phrog_4441	VOG01236	PHROG:phrog_4441	93	3.7e-29	95.4		HTH DNA binding protein
MG966533.1_3					phrog_34393	VOG07201	VOG:VOG07201	75	7.6e-54	174.4		hypothetical protein
MG966533.1_4						VOG31956	VOG:VOG31956	89	2.1e-54	176.3		tail assembly chaperone
MG966533.1_5					phrog_91	VOG01486	VOG:VOG01486	635	5.5e-209	690.7		hypothetical protein
MG966533.1_6					phrog_20723	VOG31957	VOG:VOG31957	65	2.7e-47	153.3		hypothetical protein
MG966533.1_7					phrog_20333	VOG31958	VOG:VOG31958	102	8.4e-73	235.6		hypothetical protein
MG966533.1_8					phrog_37020	VOG31959	VOG:VOG31959	144	8.4e-98	318.6		hypothetical protein
MG966533.1_9					phrog_2666	VOG01157	PHROG:phrog_2666	219	1.1e-60	199.7		terminase large subunit
MG966533.1_10					phrog_8536	VOG20608	PHROG:phrog_8536	270	6.5e-115	377.3		major head protein
MG966533.1_11					phrog_19558	VOG31961	VOG:VOG31961	105	3.4e-71	230.4		putative 30 kDa protein
MG966533.1_12					phrog_37720	VOG31964	VOG:VOG31964	41	7.6e-35	112.9		hypothetical protein
MG966533.1_13					phrog_8911	VOG31962	VOG:VOG31962	76	2.1e-52	169.7		hypothetical protein
MG966533.1_14					phrog_20836, phrog_20836	VOG31963	VOG:VOG31963	292	8.6e-195	640.0		hypothetical protein
MG966533.1_15					phrog_24031		PHROG:phrog_24031	483	1.5e-244	806.5		hypothetical
MG966533.1_16					phrog_873	VOG00094	PHROG:phrog_873	161	5.5e-52	171.1		endolysin
MG966533.1_17					phrog_20312	VOG31965	VOG:VOG31965	128	7.1e-90	292.2		hypothetical protein
MG966533.1_18					phrog_32586	VOG31966	VOG:VOG31966	54	5.5e-43	139.2		hypothetical protein
MG966533.1_19												Hypothetical
NC_000867.1_1					phrog_18872	VOG31955	VOG:VOG31955	158	1.4e-113	370.2		hypothetical protein
NC_000867.1_2					phrog_4441	VOG01236	PHROG:phrog_4441	93	7.6e-31	100.9		HTH DNA binding protein
NC_000867.1_3					phrog_34393	VOG07201	VOG:VOG07201	75	1.1e-53	173.9		hypothetical protein
NC_000867.1_4						VOG31956	VOG:VOG31956	81	2.2e-50	163.5		tail assembly chaperone
NC_000867.1_5					phrog_91	VOG01486	VOG:VOG01486	635	3.1e-204	675.0		hypothetical protein
NC_000867.1_6					phrog_20723	VOG31957	VOG:VOG31957	65	3.6e-47	152.8		hypothetical protein
NC_000867.1_7					phrog_20333	VOG31958	VOG:VOG31958	102	6.9e-73	235.9		hypothetical protein
NC_000867.1_8					phrog_37020	VOG31959	VOG:VOG31959	144	4.4e-98	319.5		hypothetical protein
NC_000867.1_9					phrog_2666	VOG01157	PHROG:phrog_2666	219	1.1e-60	199.7		terminase large subunit
NC_000867.1_10					phrog_8536	VOG20608	PHROG:phrog_8536	270	3.6e-115	378.2		major head protein
NC_000867.1_11					phrog_19558	VOG31961	VOG:VOG31961	105	3.5e-71	230.4		putative 30 kDa protein
NC_000867.1_12					phrog_37720	VOG31964	VOG:VOG31964	41	7.6e-35	112.9		hypothetical protein
NC_000867.1_13					phrog_8911	VOG31962	VOG:VOG31962	76	2.4e-52	169.6		hypothetical protein
NC_000867.1_14					phrog_20836	VOG31963	VOG:VOG31963	280	9.9e-184	603.5		hypothetical protein
NC_000867.1_15												Hypothetical
NC_000867.1_16					phrog_873	VOG00094	PHROG:phrog_873	161	9.8e-52	170.3		endolysin
NC_000867.1_17					phrog_20312	VOG31965	VOG:VOG31965	128	8.7e-90	292.0		hypothetical protein
NC_000867.1_18					phrog_32586	VOG31966	VOG:VOG31966	54	5.5e-43	139.2		hypothetical protein
AF155037.1_1					phrog_18872	VOG31955	VOG:VOG31955	158	1.4e-113	370.2		hypothetical protein
AF155037.1_2					phrog_4441	VOG01236	PHROG:phrog_4441	93	7.6e-31	100.9		HTH DNA binding protein
AF155037.1_3					phrog_34393	VOG07201	VOG:VOG07201	75	1.1e-53	173.9		hypothetical protein
AF155037.1_4						VOG31956	VOG:VOG31956	81	2.2e-50	163.5		tail assembly chaperone
AF155037.1_5					phrog_91	VOG01486	VOG:VOG01486	635	3.1e-204	675.0		hypothetical protein
AF155037.1_6					phrog_20723	VOG31957	VOG:VOG31957	65	3.6e-47	152.8		hypothetical protein
AF155037.1_7					phrog_20333	VOG31958	VOG:VOG31958	102	6.9e-73	235.9		hypothetical protein
AF155037.1_8					phrog_37020	VOG31959	VOG:VOG31959	144	4.4e-98	319.5		hypothetical protein
AF155037.1_9					phrog_2666	VOG01157	PHROG:phrog_2666	219	1.1e-60	199.7		terminase large subunit
AF155037.1_10					phrog_8536	VOG20608	PHROG:phrog_8536	270	3.6e-115	378.2		major head protein
AF155037.1_11					phrog_19558	VOG31961	VOG:VOG31961	105	3.5e-71	230.4		putative 30 kDa protein
AF155037.1_12					phrog_37720	VOG31964	VOG:VOG31964	41	7.6e-35	112.9		hypothetical protein
AF155037.1_13					phrog_8911	VOG31962	VOG:VOG31962	76	2.4e-52	169.6		hypothetical protein
AF155037.1_14					phrog_20836	VOG31963	VOG:VOG31963	280	9.9e-184	603.5		hypothetical protein
AF155037.1_15												Hypothetical
AF155037.1_16					phrog_873	VOG00094	PHROG:phrog_873	161	9.8e-52	170.3		endolysin
AF155037.1_17					phrog_20312	VOG31965	VOG:VOG31965	128	8.7e-90	292.0		hypothetical protein
AF155037.1_18					phrog_32586	VOG31966	VOG:VOG31966	54	5.5e-43	139.2		hypothetical protein
