locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MT202150.1_7												Hypothetical
MT202150.1_8					phrog_1670		PHROG:phrog_1670	87	2.9e-18	60.8		DNA binding protein
MT310140.1_1					phrog_514	VOG01687	PHROG:phrog_514	526	1.4e-215	711.9		major head protein
MT310140.1_2					phrog_16516	VOG06975	VOG:VOG06975	221	3.7e-29	97.9		hypothetical protein
MT310140.1_3					phrog_1642	VOG36852	VOG:VOG36852	194	6.2e-38	125.1		hypothetical protein
MT310140.1_4												Hypothetical
MT310140.1_5					phrog_942	VOG04962	PHROG:phrog_942	237	6.7e-80	264.0		replication initiation protein
MT310140.1_6												Hypothetical
MT310140.1_7					phrog_1670	VOG36856	PHROG:phrog_1670	89	9e-28	91.1		DNA binding protein
OM869692.1_1					phrog_514	VOG01687	VOG:VOG01687	581	3.6e-152	502.6		major tail protein
OM869692.1_2												Hypothetical
OM869692.1_3												Hypothetical
OM869692.1_4					phrog_8689	VOG07022	PHROG:phrog_8689	322	3.7e-28	94.3		pilot protein for DNA ejection
OM869692.1_5												Hypothetical
OM869692.1_6					phrog_942	VOG04962	VOG:VOG04962	281	1.8e-66	220.0		hypothetical protein
MT310192.1_1					phrog_514	VOG01687	VOG:VOG01687	523	5.4e-196	647.3		major tail protein
MT310192.1_2												Hypothetical
MT310192.1_3					phrog_8689	VOG07022	PHROG:phrog_8689	269	1e-33	97.1		pilot protein for DNA ejection
MT310192.1_4												Hypothetical
MT310192.1_5					phrog_942	VOG04962	VOG:VOG04962	274	1.1e-68	227.4		hypothetical protein
MT310098.1_1					phrog_514	VOG01687	PHROG:phrog_514	542	2.2e-205	678.2		major head protein
MT310098.1_2					phrog_16516	VOG06975	PHROG:phrog_16516	210	7.6e-33	108.9		minor tail protein
MT310098.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	147	2.7e-36	120.1		virion structural protein
MT310098.1_4					phrog_1670	VOG36856	VOG:VOG36856	92	2.3e-27	89.7		hypothetical protein
MT310098.1_5												Hypothetical
MT310098.1_6												Hypothetical
MT310098.1_7					phrog_942	VOG04962	PHROG:phrog_942	329	2.5e-77	255.4		replication initiation protein
MT310058.1_1					phrog_514	VOG01687	VOG:VOG01687	657	2.8e-38	120.5		major tail protein
MT310058.1_2												Hypothetical
MT310058.1_3												Hypothetical
MT310058.1_4					phrog_942	VOG04962	VOG:VOG04962	347	1.8e-25	84.8		hypothetical protein
MT310058.1_5												Hypothetical
MT310058.1_6												Hypothetical
MT310058.1_7												Hypothetical
MT310086.1_1					phrog_514	VOG01687	PHROG:phrog_514	518	1.4e-224	741.6		major head protein
MT310086.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	215	2.9e-29	97.5		pilot protein for DNA ejection
MT310086.1_3					phrog_1642	VOG36852	VOG:VOG36852	146	5.6e-44	144.8		hypothetical protein
MT310086.1_4												Hypothetical
MT310086.1_5					phrog_942	VOG04962	PHROG:phrog_942	308	2.8e-105	347.5		replication initiation protein
MT310086.1_6					phrog_1670	VOG36856	VOG:VOG36856	89	4e-28	92.2		hypothetical protein
MH616734.1_1					phrog_514	VOG01687	PHROG:phrog_514	534	2.6e-215	710.9		major head protein
MH616734.1_2					phrog_11693	VOG06975	VOG:VOG06975	171	3.4e-30	101.3		hypothetical protein
MH616734.1_3					phrog_1642	VOG36852	VOG:VOG36852	180	3.5e-46	151.9		hypothetical protein
MH616734.1_4					phrog_942	VOG04962	PHROG:phrog_942	304	5.1e-100	330.2		replication initiation protein
MH616734.1_5					phrog_1670	VOG36856	VOG:VOG36856	88	1e-28	94.1		hypothetical protein
MT310160.1_1					phrog_514	VOG01687	PHROG:phrog_514	544	3.5e-39	127.1		major head protein
MT310160.1_2												Hypothetical
MT310160.1_3												Hypothetical
MT310160.1_4												Hypothetical
MT310160.1_5												Hypothetical
MT310160.1_6					phrog_942	VOG04962	VOG:VOG04962	325	5.5e-33	109.8		hypothetical protein
MT310171.1_1					phrog_514	VOG01687	PHROG:phrog_514	532	1.4e-223	738.3		major head protein
MT310171.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	217	1.5e-36	121.5		pilot protein for DNA ejection
MT310171.1_3												Hypothetical
MT310171.1_4					phrog_1642	VOG36852	PHROG:phrog_1642	156	6e-47	154.5		virion structural protein
MT310171.1_5												Hypothetical
MT310171.1_6					phrog_942	VOG04962	PHROG:phrog_942	308	4e-87	287.8		replication initiation protein
MT310171.1_7					phrog_1670		PHROG:phrog_1670	88	7.7e-21	69.0		DNA binding protein
OM782324.1_1												Hypothetical
OM782324.1_2												Hypothetical
OM782324.1_3												Hypothetical
OM782324.1_4												Hypothetical
OM782324.1_5		K17733					KEGG:K17733	209	2.1e-19	65.2	3.4.-.-	Peptidoglycan LD-endopeptidase CwlK
OM782324.1_6					phrog_942	VOG04962	VOG:VOG04962	403	2.8e-37	123.1		hypothetical protein
MK765587.1_1												Hypothetical
MK765587.1_2												Hypothetical
MK765587.1_3		K17733					KEGG:K17733	183	1.4e-20	69.1	3.4.-.-	Peptidoglycan LD-endopeptidase CwlK
MK765587.1_4					phrog_12600		PHROG:phrog_12600	177	2.2e-55	173.1		hypothetical
MK765587.1_5					phrog_942	VOG04962	PHROG:phrog_942	357	1.1e-31	105.5		replication initiation protein
MK765587.1_6												Hypothetical
MK765587.1_7												Hypothetical
MK765587.1_8												Hypothetical
MG945284.1_1												Hypothetical
MG945284.1_2					phrog_942	VOG04962	PHROG:phrog_942	497	1.9e-39	130.8		replication initiation protein
MG945284.1_3												Hypothetical
MG945284.1_4												Hypothetical
MG945284.1_5												Hypothetical
MG945284.1_6					phrog_514, phrog_514	VOG01687	VOG:VOG01687	733	6.6e-115	378.7		major tail protein
MG945284.1_7												Hypothetical
MT310180.1_1												Hypothetical
MT310180.1_2					phrog_942	VOG04962	PHROG:phrog_942	336	3.3e-24	80.6		replication initiation protein
MT310180.1_3												Hypothetical
MT310180.1_4												Hypothetical
MT310180.1_5												Hypothetical
MN862343.1_1					phrog_942	VOG04962	PHROG:phrog_942	274	1.6e-94	312.0		replication initiation protein
MN862343.1_2					phrog_1670	VOG36856	PHROG:phrog_1670	97	3.7e-24	79.5		DNA binding protein
MN862343.1_3					phrog_514	VOG01687	PHROG:phrog_514	539	6.7e-223	736.0		major head protein
MN862343.1_4					phrog_5158	VOG06975	VOG:VOG06975	271	2.5e-35	117.6		hypothetical protein
MN862343.1_5					phrog_1642	VOG36852	PHROG:phrog_1642	167	1.2e-38	127.5		virion structural protein
MN862343.1_6												Hypothetical
MN862343.1_7												Hypothetical
MT202860.1_1					phrog_514	VOG01687	VOG:VOG01687	519	3.6e-167	552.1		major tail protein
MT202860.1_2												Hypothetical
MT202860.1_3												Hypothetical
MT202860.1_4												Hypothetical
MT202860.1_5					phrog_942	VOG04962	VOG:VOG04962	270	8.5e-55	181.6		hypothetical protein
OM154870.1_1					phrog_514	VOG01687	VOG:VOG01687	535	5.8e-192	633.9		major tail protein
OM154870.1_2					phrog_8689	VOG07022	VOG:VOG07022	203	1.7e-24	80.7		hypothetical protein
OM154870.1_3												Hypothetical
OM154870.1_4												Hypothetical
OM154870.1_5					phrog_942	VOG04962	VOG:VOG04962	268	6.6e-76	251.1		hypothetical protein
OM154870.1_6												Hypothetical
OM154870.1_7												Hypothetical
OQ686943.1_1					phrog_514	VOG01687	VOG:VOG01687	556	8.6e-159	524.4		major tail protein
OQ686943.1_2												Hypothetical
OQ686943.1_3												Hypothetical
OQ686943.1_4					phrog_942	VOG04962	VOG:VOG04962	321	2.7e-40	131.3		hypothetical protein
OQ686943.1_5					phrog_8689	VOG07022	PHROG:phrog_8689	341	3.9e-31	103.6		pilot protein for DNA ejection
OQ686943.1_6												Hypothetical
MT135390.1_1												Hypothetical
MT135390.1_2					phrog_514		PHROG:phrog_514	831	2.3e-34	67.3		major head protein
MT135390.1_3												Hypothetical
MT135390.1_4					phrog_942	VOG04962	PHROG:phrog_942	573	4.1e-23	72.5		replication initiation protein
MT310267.1_1					phrog_514	VOG01687	PHROG:phrog_514	515	6.1e-224	739.5		major head protein
MT310267.1_2					phrog_11693	VOG06975	VOG:VOG06975	246	3e-34	114.1		hypothetical protein
MT310267.1_3												Hypothetical
MT310267.1_4					phrog_942	VOG04962	PHROG:phrog_942	316	9.5e-105	345.6		replication initiation protein
MT310267.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	85	5.8e-22	72.6		DNA binding protein
MT310267.1_6					phrog_1642	VOG36852	PHROG:phrog_1642	143	2.1e-36	120.4		virion structural protein
OM869550.1_1					phrog_514	VOG01687	PHROG:phrog_514	555	1.7e-233	771.1		major head protein
OM869550.1_2					phrog_5158	VOG06975	PHROG:phrog_5158	386	2.7e-79	227.0		hypothetical
OM869550.1_3					phrog_942	VOG04962	PHROG:phrog_942	368	1.7e-105	348.0		replication initiation protein
OM869550.1_4												Hypothetical
OM869550.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	91	8.8e-25	81.5		DNA binding protein
OM869550.1_6					phrog_1642	VOG36852	PHROG:phrog_1642	183	5.4e-43	141.6		virion structural protein
MT205026.1_1					phrog_514	VOG01687	PHROG:phrog_514	542	1.4e-208	688.9		major head protein
MT205026.1_2					phrog_27063	VOG06975	VOG:VOG06975	239	4.1e-32	107.5		hypothetical protein
MT205026.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	154	4.2e-38	125.8		virion structural protein
MT205026.1_4												Hypothetical
MT205026.1_5												Hypothetical
MT205026.1_6					phrog_942	VOG04962	PHROG:phrog_942	297	3.8e-102	337.2		replication initiation protein
MT205026.1_7					phrog_1670	VOG36856	PHROG:phrog_1670	85	2e-26	86.9		DNA binding protein
MT202750.1_1					phrog_514	VOG01687	PHROG:phrog_514	534	1.2e-228	755.0		major head protein
MT202750.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	205	9.2e-28	92.8		pilot protein for DNA ejection
MT202750.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	150	1.9e-39	130.3		virion structural protein
MT202750.1_4												Hypothetical
MT202750.1_5					phrog_942	VOG04962	PHROG:phrog_942	291	2e-110	364.4		replication initiation protein
MT202750.1_6					phrog_1670	VOG36856	PHROG:phrog_1670	103	3.5e-28	92.4		DNA binding protein
MK012456.1_1					phrog_11693	VOG06975	PHROG:phrog_11693	254	6.2e-33	109.6		pilot protein for DNA ejection
MK012456.1_2					phrog_1642	VOG36852	PHROG:phrog_1642	147	1.9e-36	120.5		virion structural protein
MK012456.1_3					phrog_942	VOG04962	PHROG:phrog_942	307	4.6e-103	340.2		replication initiation protein
MK012456.1_4					phrog_1670	VOG36856	PHROG:phrog_1670	103	3.2e-26	86.1		DNA binding protein
MK012456.1_5					phrog_514	VOG01687	PHROG:phrog_514	529	1.8e-229	757.8		major head protein
MK012456.1_6												Hypothetical
MG945529.1_1					phrog_942	VOG04962	PHROG:phrog_942	265	4e-57	189.1		replication initiation protein
MG945529.1_2												Hypothetical
MG945529.1_3												Hypothetical
MG945529.1_4					phrog_1670		PHROG:phrog_1670	88	6.6e-20	65.9		DNA binding protein
MG945529.1_5					phrog_514	VOG01687	PHROG:phrog_514	596	6.3e-170	561.1		major head protein
MG945529.1_6					phrog_35928	VOG06975	PHROG:phrog_35928	193	1.3e-35	117.5		pilot protein for DNA ejection
OQ709393.1_1					phrog_514	VOG01687	VOG:VOG01687	627	1.1e-66	220.5		major tail protein
OQ709393.1_2												Hypothetical
OQ709393.1_3												Hypothetical
OQ709393.1_4					phrog_942	VOG04962	PHROG:phrog_942	540	5.2e-36	119.0		replication initiation protein
OQ709393.1_5												Hypothetical
OQ709393.1_6		K08640	COG3108		phrog_894	VOG02154	PHROG:phrog_894	142	1.1e-28	95.3		endolysin
OQ709393.1_7												Hypothetical
MW697703.1_1					phrog_514	VOG01687	PHROG:phrog_514	535	4.4e-222	733.4		major head protein
MW697703.1_2					phrog_22637	VOG06975	VOG:VOG06975	274	1.6e-31	105.4		hypothetical protein
MW697703.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	147	1.1e-38	127.8		virion structural protein
MW697703.1_4					phrog_942		PHROG:phrog_942	127	2.4e-23	78.3		replication initiation protein
MW697703.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	78	2e-23	77.2		DNA binding protein
MT310259.1_1					phrog_514	VOG01687	PHROG:phrog_514	528	8.9e-199	656.4		major head protein
MT310259.1_2					phrog_16516	VOG06975	PHROG:phrog_16516	208	1.5e-32	108.0		minor tail protein
MT310259.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	151	1.1e-37	124.6		virion structural protein
MT310259.1_4					phrog_1670	VOG36856	VOG:VOG36856	96	4.5e-27	88.8		hypothetical protein
MT310259.1_5												Hypothetical
MT310259.1_6					phrog_942	VOG04962	VOG:VOG04962	315	1.5e-80	266.3		hypothetical protein
MT203042.1_1					phrog_514	VOG01687	PHROG:phrog_514	536	2e-221	731.2		major head protein
MT203042.1_2					phrog_11693	VOG06975	VOG:VOG06975	230	1.4e-28	95.6		hypothetical protein
MT203042.1_3					phrog_1642	VOG36852	VOG:VOG36852	151	1e-43	143.9		hypothetical protein
MT203042.1_4												Hypothetical
MT203042.1_5					phrog_942	VOG04962	PHROG:phrog_942	323	3.4e-104	343.9		replication initiation protein
MT203042.1_6					phrog_1670	VOG36856	PHROG:phrog_1670	106	1.2e-25	84.2		DNA binding protein
MH616874.2_1					phrog_514	VOG01687	VOG:VOG01687	691	1.6e-51	109.3		major tail protein
MH616874.2_2												Hypothetical
MH616874.2_3												Hypothetical
MH616874.2_4					phrog_942	VOG04962	VOG:VOG04962	322	9.3e-34	112.4		hypothetical protein
MH616874.2_5												Hypothetical
MN988469.1_1												Hypothetical
MN988469.1_2												Hypothetical
MN988469.1_3												Hypothetical
MN988469.1_4					phrog_942	VOG04962	VOG:VOG04962	363	2.6e-41	136.6		hypothetical protein
MN988469.1_5												Hypothetical
MH617513.2_1					phrog_514	VOG01687	PHROG:phrog_514	535	6.3e-229	756.0		major head protein
MH617513.2_2					phrog_22637	VOG06975	VOG:VOG06975	250	9.7e-28	93.2		hypothetical protein
MH617513.2_3					phrog_1642	VOG36852	VOG:VOG36852	175	4.5e-42	138.5		hypothetical protein
MH617513.2_4					phrog_942	VOG04962	PHROG:phrog_942	305	2.6e-104	344.3		replication initiation protein
MH617513.2_5					phrog_1670	VOG36856	PHROG:phrog_1670	87	7.5e-27	88.2		DNA binding protein
KX266502.1_1					phrog_713	VOG06231	VOG:VOG06231	555	3.6e-300	990.8		unknown similar to AMEV104
KX266502.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	1.1e-49	161.8		terminase
KX266502.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
KX266502.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	441	1.9e-128	243.5		major head protein
KX266502.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.9e-85	280.3		major spike protein
KX266502.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2.6e-183	603.7		pilot protein for DNA ejection
MW697659.1_1					phrog_514	VOG01687	PHROG:phrog_514	553	1.6e-201	665.4		major head protein
MW697659.1_2												Hypothetical
MW697659.1_3					phrog_22637	VOG06975	VOG:VOG06975	196	1.1e-32	109.3		hypothetical protein
MW697659.1_4					phrog_1642	VOG36852	PHROG:phrog_1642	151	3.1e-40	132.8		virion structural protein
MW697659.1_5												Hypothetical
MW697659.1_6												Hypothetical
MW697659.1_7					phrog_942	VOG04962	PHROG:phrog_942	301	3.2e-112	370.3		replication initiation protein
MW697659.1_8					phrog_1670	VOG36856	VOG:VOG36856	93	6.7e-21	69.1		hypothetical protein
MK496822.1_1					phrog_514	VOG01687	PHROG:phrog_514	553	4.1e-220	726.9		major head protein
MK496822.1_2					phrog_11693	VOG06975	VOG:VOG06975	275	8.6e-34	112.9		hypothetical protein
MK496822.1_3					phrog_1642	VOG36852	VOG:VOG36852	145	1.2e-41	137.3		hypothetical protein
MK496822.1_4												Hypothetical
MK496822.1_5					phrog_942	VOG04962	PHROG:phrog_942	249	7.5e-58	191.6		replication initiation protein
MK496822.1_6					phrog_1670	VOG36856	VOG:VOG36856	86	3.1e-25	83.0		hypothetical protein
MT135405.1_1					phrog_31272	VOG07022	PHROG:phrog_31272	261	2.3e-161	530.7		pilot protein for DNA ejection
MT135405.1_2												Hypothetical
MT135405.1_3					phrog_942	VOG04962	VOG:VOG04962	285	3e-85	281.7		hypothetical protein
MT135405.1_4					phrog_514	VOG01687	VOG:VOG01687	542	7.1e-194	640.3		major tail protein
MT135405.1_5					phrog_22155	VOG37164	PHROG:phrog_22155	120	4.3e-65	212.3		hypothetical
MT135405.1_6												Hypothetical
MT135405.1_7												Hypothetical
MT135405.1_8												Hypothetical
MT309977.1_1					phrog_514	VOG01687	VOG:VOG01687	533	1.6e-169	559.9		major tail protein
MT309977.1_2					phrog_8689	VOG07022	PHROG:phrog_8689	289	3e-37	118.4		pilot protein for DNA ejection
MT309977.1_3					phrog_942	VOG04962	VOG:VOG04962	276	3.9e-71	235.3		hypothetical protein
MT309977.1_4												Hypothetical
MT309977.1_5												Hypothetical
MH572346.1_1					phrog_514	VOG01687	PHROG:phrog_514	527	9.8e-206	679.5		major head protein
MH572346.1_2					phrog_16516	VOG06975	VOG:VOG06975	220	5.2e-31	103.7		hypothetical protein
MH572346.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	146	6e-22	73.3		virion structural protein
MH572346.1_4												Hypothetical
MH572346.1_5												Hypothetical
MH572346.1_6					phrog_942	VOG04962	PHROG:phrog_942	299	2.2e-90	298.5		replication initiation protein
MH572346.1_7					phrog_1670	VOG36856	PHROG:phrog_1670	88	7.4e-26	85.1		DNA binding protein
MT135415.1_1												Hypothetical
MT135415.1_2					phrog_942	VOG04962	VOG:VOG04962	547	1.4e-21	71.9		hypothetical protein
MT135415.1_3												Hypothetical
MT135415.1_4												Hypothetical
MT135415.1_5												Hypothetical
MT135415.1_6												Hypothetical
MT135415.1_7					phrog_514	VOG01687	VOG:VOG01687	744	6e-41	126.1		major tail protein
MT135415.1_8												Hypothetical
MW697626.1_1					phrog_514	VOG01687	PHROG:phrog_514	527	1.8e-159	526.8		major head protein
MW697626.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	247	2.7e-28	93.5		pilot protein for DNA ejection
MW697626.1_3												Hypothetical
MW697626.1_4												Hypothetical
MW697626.1_5					phrog_942	VOG04962	PHROG:phrog_942	298	5.2e-80	264.1		replication initiation protein
MT201511.1_1					phrog_514	VOG01687	PHROG:phrog_514	630	4.3e-200	660.6		major head protein
MT201511.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	230	7.3e-31	102.3		pilot protein for DNA ejection
MT201511.1_3												Hypothetical
MT201511.1_4					phrog_942	VOG04962	PHROG:phrog_942	351	2.9e-95	314.4		replication initiation protein
MT201511.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	99	7.6e-28	91.4		DNA binding protein
MT201511.1_6					phrog_1642	VOG36852	PHROG:phrog_1642	135	3e-33	110.2		virion structural protein
MT201511.1_7												Hypothetical
NC_007822.1_1												Hypothetical
NC_007822.1_2												Hypothetical
NC_007822.1_3												Hypothetical
NC_007822.1_4					phrog_713	VOG06231	VOG:VOG06231	495	8.1e-239	788.4		unknown similar to AMEV104
NC_007822.1_5					phrog_1465	VOG36865	VOG:VOG36865	69	2.5e-34	112.6		hypothetical protein
NC_007822.1_6					phrog_1386	VOG36866	VOG:VOG36866	153	5.9e-88	287.7		hypothetical protein
NC_007822.1_7					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	428	1.7e-126	244.4		major head protein
NC_007822.1_8					phrog_1483	VOG36868	VOG:VOG36868	182	6e-78	255.9		hypothetical protein
NC_007822.1_9					phrog_1471	VOG36867	VOG:VOG36867	326	4e-171	563.7		R-transactivator
MW149097.1_1					phrog_514	VOG01687	PHROG:phrog_514	591	2.5e-25	83.3		major head protein
MW149097.1_2												Hypothetical
MW149097.1_3												Hypothetical
MW149097.1_4												Hypothetical
MW149097.1_5												Hypothetical
MW149097.1_6												Hypothetical
MW149097.1_7					phrog_942	VOG04962	VOG:VOG04962	363	2.6e-22	73.9		hypothetical protein
MH616773.2_1					phrog_514	VOG01687	PHROG:phrog_514	527	3.8e-211	697.3		major head protein
MH616773.2_2					phrog_11693	VOG06975	PHROG:phrog_11693	285	5.2e-32	106.0		pilot protein for DNA ejection
MH616773.2_3					phrog_1642	VOG36852	PHROG:phrog_1642	200	2.4e-44	145.7		virion structural protein
MH616773.2_4					phrog_942	VOG04962	PHROG:phrog_942	262	2.1e-85	282.2		replication initiation protein
MH616773.2_5					phrog_1670	VOG36856	PHROG:phrog_1670	84	9.6e-25	81.5		DNA binding protein
