locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_074323.1_1												Hypothetical
NC_074323.1_2												Hypothetical
NC_074323.1_3					phrog_4267	VOG03055	VOG:VOG03055	601	6.1e-65	213.8		hypothetical protein
NC_074200.1_1												Hypothetical
NC_074200.1_2												Hypothetical
NC_074200.1_3					phrog_4267	VOG03055	VOG:VOG03055	611	2.2e-55	182.5		hypothetical protein
NC_074327.1_1												Hypothetical
NC_074327.1_2												Hypothetical
NC_074327.1_3					phrog_4267	VOG03055	VOG:VOG03055	604	3.4e-64	211.5		hypothetical protein
NC_074175.1_1												Hypothetical
NC_074175.1_2												Hypothetical
NC_074175.1_3					phrog_4267	VOG03055	VOG:VOG03055	708	5.5e-53	173.9		hypothetical protein
MZ679782.1_1					phrog_4286	VOG02849	VOG:VOG02849	433	1.2e-70	233.1		hypothetical protein
MZ679782.1_2					phrog_4419	VOG02863	PHROG:phrog_4419	131	7.4e-41	133.7		head protein
MZ679782.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	559	1.1e-173	572.7		RNA replicase beta subunit
NC_073783.1_1					phrog_4286		PHROG:phrog_4286	450	3.1e-18	60.1		head maturation protease
NC_073783.1_2												Hypothetical
NC_073783.1_3												Hypothetical
NC_073783.1_4					phrog_4267, phrog_4267	VOG03055	VOG:VOG03055	598	1.7e-79	261.7		hypothetical protein
NC_073873.1_1					phrog_4286	VOG02849	VOG:VOG02849	391	6.9e-24	76.5		hypothetical protein
NC_073873.1_2												Hypothetical
NC_073873.1_3					phrog_4267	VOG03055	VOG:VOG03055	573	6.4e-116	382.2		hypothetical protein
NC_074570.1_1												Hypothetical
NC_074570.1_2												Hypothetical
NC_074570.1_3												Hypothetical
NC_074570.1_4					phrog_4267	VOG03055	VOG:VOG03055	637	6.4e-66	217.1		hypothetical protein
NC_074317.1_1												Hypothetical
NC_074317.1_2												Hypothetical
NC_074317.1_3					phrog_4267	VOG03055	VOG:VOG03055	637	1.2e-63	209.7		hypothetical protein
HM066936.1_1						VOG02849	VOG:VOG02849	394	1.2e-82	266.6		hypothetical protein
HM066936.1_2												Hypothetical
HM066936.1_3					phrog_4267	VOG03055	VOG:VOG03055	656	6.3e-131	431.9		hypothetical protein
NC_074172.1_1					phrog_4286	VOG02849	VOG:VOG02849	460	6.6e-24	78.6		hypothetical protein
NC_074172.1_2												Hypothetical
NC_074172.1_3					phrog_4267	VOG03055	VOG:VOG03055	631	9.9e-83	272.5		hypothetical protein
NC_074081.1_1												Hypothetical
NC_074081.1_2					phrog_4286	VOG02849	VOG:VOG02849	416	4.5e-60	198.2		hypothetical protein
NC_074081.1_3												Hypothetical
NC_074081.1_4					phrog_4267	VOG03055	VOG:VOG03055	597	4.4e-123	405.9		hypothetical protein
FJ483840.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	421	1.6e-141	466.4		head maturation protease
FJ483840.1_2					phrog_7959	VOG02863	PHROG:phrog_7959	142	4e-86	283.2		minor head protein
FJ483840.1_3					phrog_7959	VOG02863	PHROG:phrog_7959	123	1.6e-66	218.8		minor head protein
FJ483840.1_4					phrog_4267	VOG03055	PHROG:phrog_4267	590	1.9e-225	743.4		RNA replicase beta subunit
NC_074365.1_1												Hypothetical
NC_074365.1_2												Hypothetical
NC_074365.1_3												Hypothetical
NC_074365.1_4					phrog_4267	VOG03055	VOG:VOG03055	650	6.3e-68	223.6		hypothetical protein
NC_074446.1_1												Hypothetical
NC_074446.1_2												Hypothetical
NC_074446.1_3					phrog_4267	VOG03055	VOG:VOG03055	664	4.2e-63	207.8		hypothetical protein
NC_073769.1_1						VOG02849	VOG:VOG02849	438	1.5e-19	64.6		hypothetical protein
NC_073769.1_2												Hypothetical
NC_073769.1_3					phrog_4267	VOG03055	VOG:VOG03055	599	8.7e-83	272.9		hypothetical protein
NC_073944.1_1					phrog_4286	VOG02849	VOG:VOG02849	378	2.5e-48	159.3		hypothetical protein
NC_073944.1_2												Hypothetical
NC_073944.1_3					phrog_4267	VOG03055	VOG:VOG03055	562	2.9e-104	343.7		hypothetical protein
NC_073798.1_1												Hypothetical
NC_073798.1_2												Hypothetical
NC_073798.1_3					phrog_4267	VOG03055	VOG:VOG03055	580	6.9e-77	253.5		hypothetical protein
NC_073864.1_1												Hypothetical
NC_073864.1_2												Hypothetical
NC_073864.1_3					phrog_4286	VOG02849	PHROG:phrog_4286	392	6.8e-37	121.2		head maturation protease
NC_073864.1_4												Hypothetical
NC_073864.1_5					phrog_4267	VOG03055	VOG:VOG03055	571	7.5e-108	355.5		hypothetical protein
NC_074120.1_1					phrog_4286	VOG02849	VOG:VOG02849	386	1.1e-28	94.8		hypothetical protein
NC_074120.1_2												Hypothetical
NC_074120.1_3					phrog_4267	VOG03055	VOG:VOG03055	546	4.9e-89	293.4		hypothetical protein
NC_074426.1_1												Hypothetical
NC_074426.1_2												Hypothetical
NC_074426.1_3					phrog_4267	VOG03055	VOG:VOG03055	598	1.7e-58	192.1		hypothetical protein
NC_074350.1_1												Hypothetical
NC_074350.1_2												Hypothetical
NC_074350.1_3					phrog_4267	VOG03055	VOG:VOG03055	643	6.7e-64	210.4		hypothetical protein
MZ679569.1_1						VOG02849	VOG:VOG02849	387	6.3e-22	72.4		hypothetical protein
MZ679569.1_2												Hypothetical
MZ679569.1_3					phrog_4267	VOG03055	VOG:VOG03055	656	8.8e-75	246.3		hypothetical protein
NC_073857.1_1												Hypothetical
NC_073857.1_2					phrog_4286		PHROG:phrog_4286	536	4.8e-21	66.6		head maturation protease
NC_073857.1_3												Hypothetical
NC_073857.1_4					phrog_4267	VOG03055	VOG:VOG03055	643	3.1e-63	207.2		hypothetical protein
NC_074580.1_1												Hypothetical
NC_074580.1_2												Hypothetical
NC_074580.1_3					phrog_4267	VOG03055	VOG:VOG03055	657	1e-63	209.8		hypothetical protein
NC_074091.1_1					phrog_4286	VOG02849	VOG:VOG02849	397	2e-54	179.6		hypothetical protein
NC_074091.1_2												Hypothetical
NC_074091.1_3												Hypothetical
NC_074091.1_4					phrog_4267	VOG03055	VOG:VOG03055	543	2.6e-111	367.0		hypothetical protein
NC_074000.1_1												Hypothetical
NC_074000.1_2					phrog_4286	VOG02849	VOG:VOG02849	483	2.3e-36	119.8		hypothetical protein
NC_074000.1_3												Hypothetical
NC_074000.1_4					phrog_4267	VOG03055	PHROG:phrog_4267	554	5.8e-125	411.7		RNA replicase beta subunit
NC_073780.1_1						VOG02849	VOG:VOG02849	421	2.7e-20	67.0		hypothetical protein
NC_073780.1_2												Hypothetical
NC_073780.1_3					phrog_4267, phrog_4267	VOG03055	VOG:VOG03055	607	5.8e-77	253.4		hypothetical protein
MZ679609.1_1					phrog_4286	VOG02849	VOG:VOG02849	450	3.5e-61	201.8		hypothetical protein
MZ679609.1_2												Hypothetical
MZ679609.1_3												Hypothetical
MZ679609.1_4					phrog_4267	VOG03055	VOG:VOG03055	557	1.6e-133	440.3		hypothetical protein
NC_074357.1_1												Hypothetical
NC_074357.1_2												Hypothetical
NC_074357.1_3					phrog_4267	VOG03055	VOG:VOG03055	658	9.4e-52	170.2		hypothetical protein
NC_074101.1_1					phrog_4286	VOG02849	VOG:VOG02849	356	3.2e-46	152.4		hypothetical protein
NC_074101.1_2												Hypothetical
NC_074101.1_3					phrog_4267	VOG03055	VOG:VOG03055	542	3.7e-93	307.0		hypothetical protein
NC_073763.1_1					phrog_4286	VOG02849	VOG:VOG02849	425	9e-24	78.7		hypothetical protein
NC_073763.1_2												Hypothetical
NC_073763.1_3					phrog_4267	VOG03055	VOG:VOG03055	594	6e-91	299.9		hypothetical protein
NC_074298.1_1												Hypothetical
NC_074298.1_2												Hypothetical
NC_074298.1_3					phrog_4267	VOG03055	VOG:VOG03055	716	2.8e-78	258.0		hypothetical protein
MZ679488.1_1					phrog_4286	VOG02849	VOG:VOG02849	418	2.7e-124	409.9		hypothetical protein
MZ679488.1_2					phrog_4419	VOG02863	PHROG:phrog_4419	133	4.3e-55	179.8		head protein
MZ679488.1_3					phrog_4267	VOG03055	VOG:VOG03055	541	1.6e-202	668.2		hypothetical protein
NC_074105.1_1					phrog_4286	VOG02849	VOG:VOG02849	411	7.6e-37	121.8		hypothetical protein
NC_074105.1_2												Hypothetical
NC_074105.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	590	3.1e-140	462.1		RNA replicase beta subunit
NC_074128.1_1					phrog_4286	VOG02849	VOG:VOG02849	452	6.2e-47	154.9		hypothetical protein
NC_074128.1_2					phrog_4419	VOG02863	PHROG:phrog_4419	133	2.6e-31	102.8		head protein
NC_074128.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	537	1.6e-155	512.7		RNA replicase beta subunit
NC_073924.1_1												Hypothetical
NC_073924.1_2					phrog_4286	VOG02849	PHROG:phrog_4286	389	2.1e-42	140.0		head maturation protease
NC_073924.1_3												Hypothetical
NC_073924.1_4					phrog_4267	VOG03055	VOG:VOG03055	535	2.1e-99	327.7		hypothetical protein
NC_073812.1_1					phrog_4286	VOG02849	VOG:VOG02849	399	5.8e-25	82.5		hypothetical protein
NC_073812.1_2												Hypothetical
NC_073812.1_3					phrog_4267	VOG03055	VOG:VOG03055	545	4.4e-93	306.7		hypothetical protein
NC_074053.1_1					phrog_4286	VOG02849	VOG:VOG02849	387	5.8e-23	74.5		hypothetical protein
NC_074053.1_2												Hypothetical
NC_074053.1_3					phrog_4267	VOG03055	VOG:VOG03055	542	1.7e-92	304.8		hypothetical protein
NC_074385.1_1												Hypothetical
NC_074385.1_2												Hypothetical
NC_074385.1_3					phrog_4267	VOG03055	VOG:VOG03055	641	1.1e-63	209.5		hypothetical protein
NC_074229.1_1												Hypothetical
NC_074229.1_2												Hypothetical
NC_074229.1_3					phrog_4267	VOG03055	VOG:VOG03055	626	1.6e-67	222.5		hypothetical protein
MZ679731.1_1					phrog_4286	VOG02849	VOG:VOG02849	448	4.8e-55	181.6		hypothetical protein
MZ679731.1_2												Hypothetical
MZ679731.1_3					phrog_4267	VOG03055	VOG:VOG03055	560	3.6e-129	426.0		hypothetical protein
NC_074616.1_1												Hypothetical
NC_074616.1_2												Hypothetical
NC_074616.1_3					phrog_4267	VOG03055	VOG:VOG03055	602	5e-68	224.1		hypothetical protein
NC_074271.1_1												Hypothetical
NC_074271.1_2												Hypothetical
NC_074271.1_3												Hypothetical
NC_074271.1_4					phrog_4267	VOG03055	VOG:VOG03055	663	2e-69	228.6		hypothetical protein
NC_074410.1_1												Hypothetical
NC_074410.1_2												Hypothetical
NC_074410.1_3					phrog_4267	VOG03055	VOG:VOG03055	601	4.5e-60	197.7		hypothetical protein
NC_074410.1_4												Hypothetical
MZ679799.1_1					phrog_4286	VOG02849	VOG:VOG02849	461	1.4e-57	189.9		hypothetical protein
MZ679799.1_2												Hypothetical
MZ679799.1_3					phrog_4267	VOG03055	VOG:VOG03055	567	1.5e-123	407.4		hypothetical protein
NC_074033.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	412	6e-52	171.2		head maturation protease
NC_074033.1_2												Hypothetical
NC_074033.1_3												Hypothetical
NC_074033.1_4					phrog_4267	VOG03055	VOG:VOG03055	604	6.6e-144	474.6		hypothetical protein
NC_074208.1_1												Hypothetical
NC_074208.1_2												Hypothetical
NC_074208.1_3					phrog_4267	VOG03055	VOG:VOG03055	660	1.7e-65	215.6		hypothetical protein
NC_074158.1_1					phrog_4286	VOG02849	VOG:VOG02849	418	2.7e-23	76.5		hypothetical protein
NC_074158.1_2												Hypothetical
NC_074158.1_3												Hypothetical
NC_074158.1_4					phrog_4267	VOG03055	VOG:VOG03055	591	4.4e-96	316.8		hypothetical protein
MZ680325.1_1												Hypothetical
MZ680325.1_2												Hypothetical
MZ680325.1_3					phrog_4267	VOG03055	VOG:VOG03055	657	3.3e-73	241.4		hypothetical protein
NC_073799.1_1												Hypothetical
NC_073799.1_2												Hypothetical
NC_073799.1_3					phrog_4267	VOG03055	VOG:VOG03055	537	1.2e-88	292.1		hypothetical protein
MZ679641.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	439	9.5e-55	180.2		head maturation protease
MZ679641.1_2					phrog_4419	VOG02863	PHROG:phrog_4419	128	2.8e-22	73.6		head protein
MZ679641.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	544	2.8e-156	515.1		RNA replicase beta subunit
NC_073862.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	377	2.6e-59	195.6		head maturation protease
NC_073862.1_2												Hypothetical
NC_073862.1_3					phrog_4267	VOG03055	VOG:VOG03055	594	1.1e-104	345.1		hypothetical protein
NC_074358.1_1												Hypothetical
NC_074358.1_2												Hypothetical
NC_074358.1_3					phrog_4267	VOG03055	VOG:VOG03055	645	1.5e-52	173.0		hypothetical protein
NC_073952.1_1					phrog_4286	VOG02849	VOG:VOG02849	378	6.8e-27	88.4		hypothetical protein
NC_073952.1_2												Hypothetical
NC_073952.1_3					phrog_4267	VOG03055	VOG:VOG03055	612	9.4e-85	279.4		hypothetical protein
MZ679701.1_1						VOG02849	VOG:VOG02849	392	1.9e-20	67.5		hypothetical protein
MZ679701.1_2												Hypothetical
MZ679701.1_3					phrog_4267	VOG03055	VOG:VOG03055	660	6.5e-66	217.0		hypothetical protein
NC_074405.1_1												Hypothetical
NC_074405.1_2												Hypothetical
NC_074405.1_3					phrog_4267	VOG03055	VOG:VOG03055	632	4.4e-65	214.4		hypothetical protein
NC_074443.1_1												Hypothetical
NC_074443.1_2												Hypothetical
NC_074443.1_3					phrog_4267	VOG03055	VOG:VOG03055	596	1.2e-66	219.6		hypothetical protein
NC_074239.1_1						VOG02849	VOG:VOG02849	386	5.6e-22	72.6		hypothetical protein
NC_074239.1_2												Hypothetical
NC_074239.1_3					phrog_4267	VOG03055	VOG:VOG03055	668	2.8e-75	248.1		hypothetical protein
NC_074076.1_1												Hypothetical
NC_074076.1_2					phrog_4286	VOG02849	VOG:VOG02849	541	2.1e-55	182.9		hypothetical protein
NC_074076.1_3												Hypothetical
NC_074076.1_4					phrog_4267	VOG03055	PHROG:phrog_4267	608	5.3e-126	415.1		RNA replicase beta subunit
MZ680335.1_1					phrog_4286	VOG02849	VOG:VOG02849	531	2.5e-21	69.8		hypothetical protein
MZ680335.1_2												Hypothetical
MZ680335.1_3					phrog_4267	VOG03055	VOG:VOG03055	642	3.3e-78	256.5		hypothetical protein
NC_074187.1_1												Hypothetical
NC_074187.1_2												Hypothetical
NC_074187.1_3					phrog_4267	VOG03055	VOG:VOG03055	657	1.2e-48	160.1		hypothetical protein
NC_073804.1_1												Hypothetical
NC_073804.1_2												Hypothetical
NC_073804.1_3												Hypothetical
NC_073804.1_4					phrog_4267	VOG03055	VOG:VOG03055	529	1.7e-91	301.6		hypothetical protein
NC_074383.1_1												Hypothetical
NC_074383.1_2												Hypothetical
NC_074383.1_3												Hypothetical
NC_074383.1_4					phrog_4267	VOG03055	VOG:VOG03055	711	2e-63	208.9		hypothetical protein
NC_073840.1_1												Hypothetical
NC_073840.1_2						VOG02849	VOG:VOG02849	430	6.7e-19	62.7		hypothetical protein
NC_073840.1_3												Hypothetical
NC_073840.1_4					phrog_4267	VOG03055	VOG:VOG03055	565	8.8e-97	319.0		hypothetical protein
NC_074281.1_1												Hypothetical
NC_074281.1_2												Hypothetical
NC_074281.1_3					phrog_4267	VOG03055	VOG:VOG03055	613	1.2e-62	206.4		hypothetical protein
MZ679640.1_1						VOG02849	VOG:VOG02849	407	6.3e-20	65.7		hypothetical protein
MZ679640.1_2												Hypothetical
MZ679640.1_3					phrog_4267	VOG03055	VOG:VOG03055	668	6.8e-75	246.9		hypothetical protein
NC_073830.1_1					phrog_4286	VOG02849	VOG:VOG02849	413	2.2e-28	93.8		hypothetical protein
NC_073830.1_2												Hypothetical
NC_073830.1_3					phrog_4267, phrog_4267	VOG03055	VOG:VOG03055	610	1.7e-77	255.1		hypothetical protein
NC_074082.1_1												Hypothetical
NC_074082.1_2					phrog_4286	VOG02849	VOG:VOG02849	445	2.4e-61	202.4		hypothetical protein
NC_074082.1_3												Hypothetical
NC_074082.1_4					phrog_4267	VOG03055	VOG:VOG03055	613	1.1e-130	431.0		hypothetical protein
MZ679664.1_1					phrog_4286	VOG02849	VOG:VOG02849	460	4.9e-60	198.0		hypothetical protein
MZ679664.1_2												Hypothetical
MZ679664.1_3					phrog_4267	VOG03055	VOG:VOG03055	567	5.8e-122	402.1		hypothetical protein
NC_074363.1_1												Hypothetical
NC_074363.1_2												Hypothetical
NC_074363.1_3												Hypothetical
NC_074363.1_4					phrog_4267	VOG03055	VOG:VOG03055	663	1.8e-68	225.3		hypothetical protein
NC_074363.1_5												Hypothetical
NC_073951.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	357	3.6e-38	125.8		head maturation protease
NC_073951.1_2												Hypothetical
NC_073951.1_3					phrog_4267	VOG03055	VOG:VOG03055	545	7.4e-76	249.8		hypothetical protein
NC_073951.1_4												Hypothetical
NC_074287.1_1												Hypothetical
NC_074287.1_2												Hypothetical
NC_074287.1_3					phrog_4267	VOG03055	VOG:VOG03055	600	3e-71	234.8		hypothetical protein
NC_073972.1_1												Hypothetical
NC_073972.1_2					phrog_4286	VOG02849	PHROG:phrog_4286	506	1.4e-46	153.6		head maturation protease
NC_073972.1_3												Hypothetical
NC_073972.1_4					phrog_4267	VOG03055	VOG:VOG03055	566	1.8e-113	374.2		hypothetical protein
MZ679749.1_1					phrog_4286	VOG02849	VOG:VOG02849	471	9.5e-62	203.8		hypothetical protein
MZ679749.1_2												Hypothetical
MZ679749.1_3					phrog_4267	VOG03055	VOG:VOG03055	569	3.5e-137	452.4		hypothetical protein
MZ679520.1_1						VOG02849	VOG:VOG02849	392	1.9e-20	67.4		hypothetical protein
MZ679520.1_2												Hypothetical
MZ679520.1_3					phrog_4267	VOG03055	VOG:VOG03055	660	2.5e-66	218.3		hypothetical protein
NC_074438.1_1												Hypothetical
NC_074438.1_2												Hypothetical
NC_074438.1_3					phrog_4267	VOG03055	VOG:VOG03055	655	2.2e-72	238.5		hypothetical protein
MZ679745.1_1												Hypothetical
MZ679745.1_2												Hypothetical
MZ679745.1_3					phrog_4267, phrog_4267	VOG03055	VOG:VOG03055	690	5.3e-71	233.7		hypothetical protein
NC_073990.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	403	8.7e-36	118.3		head maturation protease
NC_073990.1_2												Hypothetical
NC_073990.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	585	1.3e-107	354.5		RNA replicase beta subunit
NC_073793.1_1					phrog_4286	VOG02849	VOG:VOG02849	414	1.7e-26	87.4		hypothetical protein
NC_073793.1_2												Hypothetical
NC_073793.1_3					phrog_4267, phrog_4267	VOG03055	VOG:VOG03055	608	5e-66	216.2		hypothetical protein
MZ679708.1_1					phrog_4286	VOG02849	PHROG:phrog_4286	438	2.2e-51	169.5		head maturation protease
MZ679708.1_2					phrog_4419	VOG02863	PHROG:phrog_4419	133	5e-41	134.2		head protein
MZ679708.1_3					phrog_4267	VOG03055	PHROG:phrog_4267	534	2.2e-143	472.5		RNA replicase beta subunit
NC_073986.1_1					phrog_4286	VOG02849	VOG:VOG02849	385	3.3e-30	99.8		hypothetical protein
NC_073986.1_2												Hypothetical
NC_073986.1_3					phrog_4267	VOG03055	VOG:VOG03055	529	5e-89	293.5		hypothetical protein
