contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_ERR10905741_1b_124	u1776876ctg_len-269916_circular-yes_depth-29-25-18_mult-1.00 (with DTR)	Caudoviricetes sp. ctFT2OK	269946	DTR	295	11	6	0	tail tape measure protein |tail tube protein|tail component|type I neck protein|Head tail adaptor|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase|Small Terminase|Capsid protein	Replicative helicase|Helicase of the snf2 family|replicative DNA helicase|DNA Polymerase I|Helicase of the snf2 family|Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_125	u4743947ctg_len-37853_circular-yes_depth-68-7-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctSEAUO	37883	DTR	60	5	2	0	Tail collar fibre protein|Portal Protein|Major Capsid protein|minor tail protein|Large Terminase	Replicative helicase|phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_126	u3625212ctg_len-39446_circular-yes_depth-27-26-19_mult-1.00 (with DTR)	Caudoviricetes sp. ct74P14	39476	DTR	64	9	1	0	Portal Protein|Large Terminase|Small Terminase|tail tape measure protein |tail protein |tail completion protein|Minor capsid protein|head to tail adaptor|Major Capsid protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_13@C59	u3888865ctg_len-2210405_circular-yes_depth-529-500-475_mult-1.00 (with DTR)	Caudoviricetes sp. ctBYCC3	13002	None	13	3	0	0	Large Terminase|Portal protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C184	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctL6T6R	5216	None	7	2	0	0	minor capsid protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C202	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ct7R2YN	12827	None	13	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C156	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctIJPL3	13959	None	17	2	0	0	Major Capsid Protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C16	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctBSYK1	25305	None	27	2	1	0	prohead serine protease|Major Capsid Protein	replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C196	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ct5T5TH	38681	None	45	11	0	0	tail fibre|tail tape measure protein |major tail protein|tail component|Head tail adaptor|Head Tail Connector protein|Major Capsid Protein|Portal protein|Large Terminase|Small Terminase|Tail needle protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_134@C76	u459400ctg_len-2436717_circular-yes_depth-30-20-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctB7VSX	40991	None	62	6	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Major Capsid Protein|head closure knob|tail component			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_137	u2224828ctg_len-49583_circular-yes_depth-30-27-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctVAK1T	49613	DTR	80	3	4	0	Tail length tape measure protein |Large Terminase|DNA packaging protein	Helicase of the snf2 family|Helicase of the snf2 family|Helicase ATPase|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_138	u1480716ctg_len-49942_circular-yes_depth-60-2-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctRYQNS	49972	DTR	59	4	0	0	Small Terminase|Large Terminase|Major Capsid protein|Receptor Binding Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_14	u4532451ctg_len-31871_circular-yes_depth-846-552-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctQG4WY	31901	DTR	58	10	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid Protein|head closure knob|putative tail component|tail completion protein|tail protein|Receptor Binding Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_143	u4243717ctg_len-29772_circular-yes_depth-35-27-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctF9PEX	29802	DTR	47	13	1	0	Receptor Binding Protein|Baseplate wedge protein|tail protein|tail tape measure protein |tail protein |tail completion protein|type I neck protein|Minor capsid protein|head to tail adaptor|Major Capsid protein|Major Capsid protein|Large Terminase|Portal Protein	Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_147	u571505ctg_len-120573_circular-yes_depth-25-16-14_mult-1.00 (with DTR)	Caudoviricetes sp. ct4H7UA	120603	DTR	135	11	3	0	Small Terminase|Large Terminase|Portal|Major Capsid protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail component|tail tube protein|tail tape measure protein |tail protein	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_149	u3376436ctg_len-54497_circular-yes_depth-22-21-16_mult-1.00 (with DTR)	Caudoviricetes sp. ctPBHCT	54527	DTR	89	6	0	0	Large Terminase|Portal protein|phage prohead protease|Major Capsid Protein|Distal Tail Protein|type I neck protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_15	u993558ctg_len-31668_circular-yes_depth-445-445-417_mult-1.00 (with DTR)	Caudoviricetes sp. ctPH902	31698	DTR	56	10	1	0	minor capsid protein|Portal Protein|Large Terminase|Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_150	u3742221ctg_len-36915_circular-yes_depth-29-25-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctHTPUI	36945	DTR	64	5	2	0	Tail collar fibre protein|Portal Protein|Major Capsid protein|minor tail protein|Large Terminase	Replicative helicase|phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_151	u3273897ctg_len-56369_circular-yes_depth-41-15-2_mult-1.00 (with DTR)	Caudoviricetes sp. ct6PFIR	56399	DTR	74	14	1	0	tail tape measure protein |Distal Tail Protein|tail fibre|head to tail adaptor|Structural protein |Large Terminase|Portal protein|Tail tube protein|Major Capsid protein|tail completion protein|Tail tube protein|Tail tube protein|type I neck protein|tail tape measure protein 	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_159	u4190689ctg_len-26764_circular-yes_depth-52-2-1_mult-1.00 (with DTR)	unclassified virus sp. ctS7IJP	26794	DTR	44	2	0	0	Tail collar fibre protein|DNA packaging NTPase				prodigal-gv	11	NaN
ct3_ERR10905741_1b_16	u1957193ctg_len-31879_circular-yes_depth-842-358-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctHHX88	31909	DTR	58	11	1	0	Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase|Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_161@C31	u4528847ctg_len-1565438_circular-yes_depth-17-17-16_mult-1.00 (with DTR)	Caudoviricetes sp. ctGTA3F	55400	None	67	3	0	0	Large Terminase|Portal protein|tail sheath			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_161@C89	u4528847ctg_len-1565438_circular-yes_depth-17-17-16_mult-1.00 (with DTR)	unclassified virus sp. ct15UDY	74867	None	80	7	0	0	Terminase large subunit|Portal Protein|type I neck protein|phage serine protease XkdF|Major Capsid Protein|Tail tube protein|tail collar fibre protein			unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_163	u4447004ctg_len-37278_circular-yes_depth-28-14-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctAQRN7	37308	DTR	58	9	0	0	tail tape measure protein |tail protein |tail completion protein|Minor capsid protein|head to tail adaptor|Major Capsid protein|Portal Protein|Large Terminase|Small Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_168	u4688284ctg_len-49905_circular-yes_depth-33-13-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctOU65U	49935	DTR	79	3	3	0	Large Terminase|Terminase small subunit|Tail length tape measure protein 	Helicase of the snf2 family|Helicase of the snf2 family|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_17@C112	u4167218ctg_len-2176508_circular-yes_depth-399-398-387_mult-1.00 (with DTR)	Caudoviricetes sp. ct7VNH9	10740	None	14	2	0	0	DNA packaging protein|Major Capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_17@C136	u4167218ctg_len-2176508_circular-yes_depth-399-398-387_mult-1.00 (with DTR)	Caudoviricetes sp. ctXA2HQ	13031	None	17	2	0	0	Head tail adaptor|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_177@C146	u550491ctg_len-2860490_circular-yes_depth-14-14-14_mult-1.00 (with DTR)	Peduoviridae sp. ctC4C2K	42972	None	53	15	1	0	minor tail protein|tail assembly chaperone protein|tail tube protein|sheath tube|tail collar fibre protein|Tail protein|baseplate assembly protein|Virion morphogenesis family|tail completion protein|head completion protein|small terminase|Major Capsid protein|capsid scaffolding protein serine peptidase|Large Terminase|portal vertex protein	Rep protein		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Peduoviridae	prodigal-gv	11	NaN
ct3_ERR10905741_1b_181	u2274830ctg_len-62292_circular-yes_depth-22-17-7_mult-1.00 (with DTR)	Caudoviricetes sp. ct2S63U	62322	DTR	93	7	1	0	Stabilisation protein|Tail fiber protein|tail tube protein|Terminase small subunit|Terminase large subunit|Portal protein|Major Capsid protein	Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_182	u878851ctg_len-54433_circular-yes_depth-16-16-10_mult-1.00 (with DTR)	Caudoviricetes sp. ct9P4DY	54463	DTR	73	9	3	0	Major Capsid protein|head closure knob|type I neck protein|tail completion protein|minor tail protein|Small Terminase|Large Terminase|Portal Protein|minor capsid protein	Primosomal protein 1|replisome organizer|DNA polymerase II, small subunit		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_184	u4713604ctg_len-49487_circular-yes_depth-28-14-1_mult-1.00 (with DTR)	unclassified virus sp. ctXAQFN	49517	DTR	72	3	3	0	Head tail adaptor|Tail length tape measure protein |Large Terminase	Helicase of the snf2 family|Helicase of the snf2 family|DNA polymerase B		unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_185	u636894ctg_len-134634_circular-yes_depth-14-14-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctJOZDL	134664	DTR	170	8	2	0	Minor structural protein|Distal Tail Protein|minor tail protein|putative structural protein |head closure knob|major capsid protein|Portal protein|Large Terminase	Replicative helicase DnaG Primase|DNA polymerase II, small subunit		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_187	u1521750ctg_len-36751_circular-yes_depth-27-16-2_mult-1.00 (with DTR)	Caudoviricetes sp. ct681UU	36781	DTR	53	7	0	0	minor tail protein|major tail protein|putative tail component|Major Capsid protein|Portal Protein|Large Terminase|Small Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_189	u1855125ctg_len-52760_circular-yes_depth-36-5-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctSG2GS	52790	DTR	78	12	1	0	Receptor Binding Protein|tail protein|tail tape measure protein |type I neck protein|Tail tube protein|Tail tube protein|tail completion protein|Major Capsid protein|Portal protein|Large Terminase|Structural protein |head to tail adaptor	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_197	u3073395ctg_len-49524_circular-yes_depth-30-14-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctVH6YG	49554	DTR	85	4	2	0	Terminase small subunit|Large Terminase|Large Terminase|Tail length tape measure protein 	Helicase of the snf2 family|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_20	u2033042ctg_len-31875_circular-yes_depth-747-240-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctGV0VD	31905	DTR	57	10	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid Protein|head closure knob|putative tail component|tail completion protein|tail protein|Receptor Binding Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_203@C31	u4120609ctg_len-2365205_circular-yes_depth-13-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctFM0PB	25045	None	30	2	0	0	Large Terminase|minor capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_203@C33	u4120609ctg_len-2365205_circular-yes_depth-13-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ct5AV5F	25359	None	31	3	0	0	Portal protein|Putative phage serine protease XkdF|minor tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_203@C63	u4120609ctg_len-2365205_circular-yes_depth-13-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctRULXQ	27828	None	35	6	0	0	tail tape measure protein |Large Terminase|Portal protein|Major Capsid protein|Putative phage serine protease XkdF|minor capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_204@C2	u872794ctg_len-1449014_circular-yes_depth-13-13-13_mult-1.00 (with DTR)	Caudoviricetes sp. ct9I4BN	23516	None	28	6	1	0	Terminase small subunit|Large Terminase|Major Capsid protein|Tail protein|Baseplate J like protein|tail protein	Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_204@C38	u872794ctg_len-1449014_circular-yes_depth-13-13-13_mult-1.00 (with DTR)	Caudoviricetes sp. ctJOJXL	54872	None	67	10	3	0	Small Terminase|Large Terminase|Portal|Major Capsid protein|Head Tail Connector Protein|Head tail adaptor|type I neck protein|tail component|tail tube protein|tail tape measure protein 	Helicase of the snf2 family|DNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_205@C161	u3040325ctg_len-2322915_circular-yes_depth-14-13-13_mult-1.00 (with DTR)	Caudoviricetes sp. ctS3VNI	13391	None	13	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_206@C181	u1096993ctg_len-2731953_circular-yes_depth-15-13-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctQQA0G	23375	None	20	3	0	0	Major Capsid protein|Large Terminase|Portal protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_207	u2051443ctg_len-839144_circular-yes_depth-17-11-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctXBGDR	839174	DTR	911	3	9	0	Tail virion protein|head to tail adaptor|head to tail adaptor	Large T antigen|Replicative helicase|DNA polymerase sliding clamp|Large T antigen|DNA polymerase B|Helicase ATPase|Phage replication protein|DNAB Like Replicative Helicase|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_208@C151	u3893003ctg_len-2101170_circular-yes_depth-18-17-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctU0F3Q	60606	None	59	2	7	0	Major Capsid Protein|Small Terminase	DNA Polymerase I|replicative DNA helicase|Replicative helicase|Replicative helicase|Replicative helicase|Replicative helicase|Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_208@C3	u3893003ctg_len-2101170_circular-yes_depth-18-17-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctF07TZ	62181	None	68	3	4	0	Small Terminase|Large Terminase|Portal	DNA Polymerase I|DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_215	u2886813ctg_len-22989_circular-yes_depth-34-6-1_mult-1.00 (with DTR)	unclassified virus sp. ct1JGFU	23019	DTR	37	3	0	0	Tail collar fibre protein|DNA packaging NTPase|Tail collar fibre protein				prodigal-gv	11	NaN
ct3_ERR10905741_1b_226@C175	u2483505ctg_len-2367008_circular-yes_depth-12-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctUTEOB	26448	None	30	4	0	0	Large Terminase|Portal protein|Major Capsid protein|Stabilisation protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_226@C131	u2483505ctg_len-2367008_circular-yes_depth-12-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctUX9W6	48241	None	60	7	1	0	tail collar fibre protein|Tail protein|baseplate assembly protein|Portal Protein|head to tail adaptor|Large Terminase|DNA packaging protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_226@C67	u2483505ctg_len-2367008_circular-yes_depth-12-12-11_mult-1.00 (with DTR)	Caudoviricetes sp. ct40ZHP	91906	None	97	24	4	0	tail protein|Distal Tail protein|tail tape measure protein |tail tube protein|tail component|type I neck protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase|Small Terminase|tail protein|Distal Tail Protein|tail tape measure protein |tail tube protein|tail component|type I neck protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase|Small Terminase	Helicase of the snf2 family|Helicase of the snf2 family|replicative DNA helicase|DNA Polymerase I		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_227	u2067835ctg_len-856213_circular-yes_depth-12-12-11_mult-1.00 (with DTR)	unclassified virus sp. ctKPGOH	856243	DTR	800	2	5	0	Small Terminase|head to tail adaptor	Helicase ATPase|DNA polymerase sliding clamp|Replicative helicase|Large T antigen|DNAB Like Replicative Helicase		unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_228	u4419051ctg_len-39077_circular-yes_depth-13-13-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctI7KJV	39107	DTR	64	9	1	0	tail tape measure protein |tail protein |tail completion protein|Minor capsid protein|head to tail adaptor|Major Capsid protein|Portal Protein|Large Terminase|Small Terminase	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_23	u4328043ctg_len-31877_circular-yes_depth-364-363-27_mult-1.00 (with DTR)	Caudoviricetes sp. ctUO3GU	31907	DTR	58	11	1	0	Portal protein|Large Terminase|Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_230	u857127ctg_len-37464_circular-yes_depth-14-13-3_mult-1.00 (with DTR)	Caudoviricetes sp. ctLZKUO	37494	DTR	56	9	1	0	phage terminase, small subunit, putative, P27 family|Large Terminase|Portal Protein|phage prohead protease|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail tube protein	DNA polymerase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
