contig	gene_start	gene_stop	gene_name	gene_orient	contig_length	dtr_seq	evidence_acession	evidence_description	Evidence_source	vscore_category	chunk_name	chunk_length	chunk_start	chunk_stop
ct3_18_vina_1a_12	4361	4567	ct3_18_vina_1a_12_9	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	4564	4950	ct3_18_vina_1a_12_10	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	4928	5386	ct3_18_vina_1a_12_11	-	10593		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_12	5325	5519	ct3_18_vina_1a_12_12	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	5521	6228	ct3_18_vina_1a_12_13	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	6228	6770	ct3_18_vina_1a_12_14	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	6770	7219	ct3_18_vina_1a_12_15	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	7222	7599	ct3_18_vina_1a_12_16	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	7580	7786	ct3_18_vina_1a_12_17	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	7798	8046	ct3_18_vina_1a_12_18	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	8060	8857	ct3_18_vina_1a_12_19	-	10593		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_12	9161	9835	ct3_18_vina_1a_12_20	-	10593		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_12	9819	10316	ct3_18_vina_1a_12_21	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_12	10309	10593	ct3_18_vina_1a_12_22	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_13	77	550	ct3_18_vina_1a_13_1	-	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	850	1128	ct3_18_vina_1a_13_2	-	10584		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_13	1359	1583	ct3_18_vina_1a_13_3	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	1580	1846	ct3_18_vina_1a_13_4	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	1839	3743	ct3_18_vina_1a_13_5	+	10584		PFAM:PF05840.12	Rep-protein	rep_hall_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_13	3740	3934	ct3_18_vina_1a_13_6	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	3931	4236	ct3_18_vina_1a_13_7	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	4236	4667	ct3_18_vina_1a_13_8	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	4639	5295	ct3_18_vina_1a_13_9	+	10584		PDB:4KFU_C	Genome-packaging-NTPase	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_13	5547	6356	ct3_18_vina_1a_13_10	+	10584		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_13	6369	6683	ct3_18_vina_1a_13_11	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	6683	6805	ct3_18_vina_1a_13_12	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	6805	7032	ct3_18_vina_1a_13_13	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	7103	7978	ct3_18_vina_1a_13_14	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	7982	9430	ct3_18_vina_1a_13_15	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	9430	9912	ct3_18_vina_1a_13_16	+	10584		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_13	9905	10288	ct3_18_vina_1a_13_17	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	10285	10446	ct3_18_vina_1a_13_18	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_13	10427	10582	ct3_18_vina_1a_13_19	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_14	3	176	ct3_18_vina_1a_14_1	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	238	414	ct3_18_vina_1a_14_2	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	386	2287	ct3_18_vina_1a_14_3	-	10594		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	2287	2634	ct3_18_vina_1a_14_4	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	2631	2858	ct3_18_vina_1a_14_5	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	3005	3274	ct3_18_vina_1a_14_6	+	10594		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_14	3558	3989	ct3_18_vina_1a_14_7	+	10594		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10594
ct3_18_vina_1a_14	4016	4126	ct3_18_vina_1a_14_8	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	4362	4568	ct3_18_vina_1a_14_9	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	4565	4951	ct3_18_vina_1a_14_10	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	4929	5387	ct3_18_vina_1a_14_11	-	10594		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_14	5326	5520	ct3_18_vina_1a_14_12	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	5522	6229	ct3_18_vina_1a_14_13	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	6229	6771	ct3_18_vina_1a_14_14	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	6771	7220	ct3_18_vina_1a_14_15	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	7223	7600	ct3_18_vina_1a_14_16	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	7581	7787	ct3_18_vina_1a_14_17	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	7799	8047	ct3_18_vina_1a_14_18	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	8061	8858	ct3_18_vina_1a_14_19	-	10594		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_14	9162	9836	ct3_18_vina_1a_14_20	-	10594		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_14	9820	10317	ct3_18_vina_1a_14_21	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_14	10310	10594	ct3_18_vina_1a_14_22	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_15	294	650	ct3_18_vina_1a_15_1	-	8828		PFAM:PF11351.7	Holin-of-3TMs	common_virus_hmm	common_virus	NaN		0	8828
ct3_18_vina_1a_15	655	831	ct3_18_vina_1a_15_2	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	828	1109	ct3_18_vina_1a_15_3	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	1106	1267	ct3_18_vina_1a_15_4	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	1272	1889	ct3_18_vina_1a_15_5	-	8828		cd13401	"70kDa soluble lytic transglycosylase (Slt70) and similar proteins. Catalytic domain of the 70kda soluble lytic transglycosylase (LT)-like proteins, which also have an N-terminal U-shaped U-domain and a linker L-domain. LTs catalyze the cleavage of the beta-1,4-glycosidic bond between N-acetylmuramic acid (MurNAc) and N-acetyl-D-glucosamine (GlcNAc), as do ""goose-type"" lysozymes. However, in addition to this, they also make a new glycosidic bond with the C6 hydroxyl group of the same muramic acid residue. Proteins similar to this family include the soluble and insoluble membrane-bound LTs in bacteria and the LTs in bacteriophage lambda."	mmseqs_cdd	nonviral_gene	NaN		0	8828
ct3_18_vina_1a_15	1889	2725	ct3_18_vina_1a_15_6	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	2728	3252	ct3_18_vina_1a_15_7	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	3242	3655	ct3_18_vina_1a_15_8	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	3652	3876	ct3_18_vina_1a_15_9	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	3881	4204	ct3_18_vina_1a_15_10	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	4273	5232	ct3_18_vina_1a_15_11	-	8828		PDB:2VVF_C	Major-Capsid-Protein	hallmark_hmm	common_virus	NaN		0	8828
ct3_18_vina_1a_15	5243	5353	ct3_18_vina_1a_15_12	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	5525	5890	ct3_18_vina_1a_15_13	+	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	5894	6388	ct3_18_vina_1a_15_14	+	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	6385	6936	ct3_18_vina_1a_15_15	+	8828		PDB:4KFU_C	Large-Terminase	hallmark_hmm	common_virus	NaN		0	8828
ct3_18_vina_1a_15	6942	7421	ct3_18_vina_1a_15_16	+	8828		PFAM:PF08291.10	Peptidase-M15	common_virus_hmm	common_virus	NaN		0	8828
ct3_18_vina_1a_15	7423	7659	ct3_18_vina_1a_15_17	+	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	7613	8272	ct3_18_vina_1a_15_18	+	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	8084	8578	ct3_18_vina_1a_15_19	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_15	8575	8826	ct3_18_vina_1a_15_20	-	8828			hypothetical protein		hypothetical_protein	NaN		0	8828
ct3_18_vina_1a_16	77	550	ct3_18_vina_1a_16_1	-	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	850	1128	ct3_18_vina_1a_16_2	-	10584		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_16	1359	1583	ct3_18_vina_1a_16_3	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	1580	1846	ct3_18_vina_1a_16_4	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	1839	3743	ct3_18_vina_1a_16_5	+	10584		PFAM:PF05840.12	Rep-protein	rep_hall_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_16	3740	3934	ct3_18_vina_1a_16_6	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	3931	4236	ct3_18_vina_1a_16_7	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	4236	4667	ct3_18_vina_1a_16_8	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	4639	5295	ct3_18_vina_1a_16_9	+	10584		PDB:4KFU_C	Genome-packaging-NTPase	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_16	5547	6356	ct3_18_vina_1a_16_10	+	10584		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_16	6369	6683	ct3_18_vina_1a_16_11	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	6683	6805	ct3_18_vina_1a_16_12	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	6805	7032	ct3_18_vina_1a_16_13	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	7103	7978	ct3_18_vina_1a_16_14	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	7982	9430	ct3_18_vina_1a_16_15	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	9430	9912	ct3_18_vina_1a_16_16	+	10584		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10584
ct3_18_vina_1a_16	9905	10288	ct3_18_vina_1a_16_17	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	10285	10446	ct3_18_vina_1a_16_18	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_16	10427	10582	ct3_18_vina_1a_16_19	+	10584			hypothetical protein		hypothetical_protein	NaN		0	10584
ct3_18_vina_1a_17	77	550	ct3_18_vina_1a_17_1	-	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	850	1128	ct3_18_vina_1a_17_2	-	10079		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_17	1359	1583	ct3_18_vina_1a_17_3	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	1580	1822	ct3_18_vina_1a_17_4	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	1815	3719	ct3_18_vina_1a_17_5	+	10079		PFAM:PF05840.12	Rep-protein	rep_hall_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_17	3716	3910	ct3_18_vina_1a_17_6	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	3907	4212	ct3_18_vina_1a_17_7	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	4212	4643	ct3_18_vina_1a_17_8	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	4615	5271	ct3_18_vina_1a_17_9	+	10079		PDB:4KFU_C	Genome-packaging-NTPase	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_17	5523	6332	ct3_18_vina_1a_17_10	+	10079		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_17	6345	6659	ct3_18_vina_1a_17_11	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	6659	6781	ct3_18_vina_1a_17_12	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	6781	7008	ct3_18_vina_1a_17_13	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	7079	7918	ct3_18_vina_1a_17_14	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	7918	8925	ct3_18_vina_1a_17_15	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	8925	9407	ct3_18_vina_1a_17_16	+	10079		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_17	9400	9783	ct3_18_vina_1a_17_17	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
