contig	gene_start	gene_stop	gene_name	gene_orient	contig_length	dtr_seq	evidence_acession	evidence_description	Evidence_source	vscore_category	chunk_name	chunk_length	chunk_start	chunk_stop
ct3_leviv_2a_23	1965	3641	ct3_leviv_2a_23_3	+	3709		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3709
ct3_leviv_2a_24	55	1404	ct3_leviv_2a_24_1	+	4535		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4535
ct3_leviv_2a_24	1442	1909	ct3_leviv_2a_24_2	+	4535			hypothetical protein		hypothetical_protein	NaN		0	4535
ct3_leviv_2a_24	2019	2708	ct3_leviv_2a_24_3	+	4535			hypothetical protein		hypothetical_protein	NaN		0	4535
ct3_leviv_2a_24	2714	4507	ct3_leviv_2a_24_4	+	4535		PDB:3MMP_F	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4535
ct3_leviv_2a_25	78	1250	ct3_leviv_2a_25_1	+	3526		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3526
ct3_leviv_2a_25	1288	1725	ct3_leviv_2a_25_2	+	3526		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	3526
ct3_leviv_2a_25	1737	3455	ct3_leviv_2a_25_3	+	3526			Solspi.1/PDB:3AVX_A-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3526
ct3_leviv_2a_26	88	1740	ct3_leviv_2a_26_1	+	4335		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4335
ct3_leviv_2a_26	1784	2149	ct3_leviv_2a_26_2	+	4335			hypothetical protein		hypothetical_protein	NaN		0	4335
ct3_leviv_2a_26	2152	2388	ct3_leviv_2a_26_3	+	4335			hypothetical protein		hypothetical_protein	NaN		0	4335
ct3_leviv_2a_26	2348	4258	ct3_leviv_2a_26_4	+	4335		PDB:3MMP_F	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4335
ct3_leviv_2a_27	2	151	ct3_leviv_2a_27_1	+	4367			hypothetical protein		hypothetical_protein	NaN		0	4367
ct3_leviv_2a_27	135	1502	ct3_leviv_2a_27_2	+	4367			hypothetical protein		hypothetical_protein	NaN		0	4367
ct3_leviv_2a_27	1570	1938	ct3_leviv_2a_27_3	+	4367			hypothetical protein		hypothetical_protein	NaN		0	4367
ct3_leviv_2a_27	1940	2158	ct3_leviv_2a_27_4	+	4367			hypothetical protein		hypothetical_protein	NaN		0	4367
ct3_leviv_2a_27	2308	4218	ct3_leviv_2a_27_5	+	4367			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4367
ct3_leviv_2a_28	3	1193	ct3_leviv_2a_28_1	+	3762		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3762
ct3_leviv_2a_28	1239	1610	ct3_leviv_2a_28_2	+	3762			hypothetical protein		hypothetical_protein	NaN		0	3762
ct3_leviv_2a_28	1713	3680	ct3_leviv_2a_28_3	+	3762		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3762
ct3_leviv_2a_29	234	1613	ct3_leviv_2a_29_1	+	4036		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4036
ct3_leviv_2a_29	1620	1970	ct3_leviv_2a_29_2	+	4036			hypothetical protein		hypothetical_protein	NaN		0	4036
ct3_leviv_2a_29	2083	3975	ct3_leviv_2a_29_3	+	4036		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4036
ct3_leviv_2a_3	96	497	ct3_leviv_2a_3_1	+	4295			hypothetical protein		hypothetical_protein	NaN		0	4295
ct3_leviv_2a_3	494	1696	ct3_leviv_2a_3_2	+	4295		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4295
ct3_leviv_2a_3	1744	2175	ct3_leviv_2a_3_3	+	4295		PFAM:PF01819.16	head-protein	phrogs_hmm	hypothetical_protein	NaN		0	4295
ct3_leviv_2a_3	2232	4154	ct3_leviv_2a_3_4	+	4295		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4295
ct3_leviv_2a_30	159	266	ct3_leviv_2a_30_1	+	4250			hypothetical protein		hypothetical_protein	NaN		0	4250
ct3_leviv_2a_30	297	533	ct3_leviv_2a_30_2	+	4250			hypothetical protein		hypothetical_protein	NaN		0	4250
ct3_leviv_2a_30	577	1824	ct3_leviv_2a_30_3	+	4250		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4250
ct3_leviv_2a_30	1851	2333	ct3_leviv_2a_30_4	+	4250		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	4250
ct3_leviv_2a_30	2386	4176	ct3_leviv_2a_30_5	+	4250		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4250
ct3_leviv_2a_31	62	1324	ct3_leviv_2a_31_1	+	4218		PDB:5MNT_B	minor-capsid-protein	hallmark_hmm	common_virus	NaN		0	4218
ct3_leviv_2a_31	1345	1746	ct3_leviv_2a_31_2	+	4218		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	4218
ct3_leviv_2a_31	1966	2334	ct3_leviv_2a_31_3	+	4218		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	4218
ct3_leviv_2a_31	2353	4122	ct3_leviv_2a_31_4	+	4218		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4218
ct3_leviv_2a_32	95	1780	ct3_leviv_2a_32_1	+	4583		PFAM:PF03863.12	head-maturation-protease	phrogs_hmm	hypothetical_protein	NaN		0	4583
ct3_leviv_2a_32	1828	2196	ct3_leviv_2a_32_2	+	4583			hypothetical protein		hypothetical_protein	NaN		0	4583
ct3_leviv_2a_32	2260	2391	ct3_leviv_2a_32_3	+	4583			hypothetical protein		hypothetical_protein	NaN		0	4583
ct3_leviv_2a_32	2533	4482	ct3_leviv_2a_32_4	+	4583		PDB:3MMP_F	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4583
ct3_leviv_2a_33	21	1526	ct3_leviv_2a_33_1	+	4246		pfam03863	Phage maturation protein. 	mmseqs_cdd	common_virus	NaN		0	4246
ct3_leviv_2a_33	1583	1996	ct3_leviv_2a_33_2	+	4246			hypothetical protein		hypothetical_protein	NaN		0	4246
ct3_leviv_2a_33	2255	4246	ct3_leviv_2a_33_3	+	4246			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4246
ct3_leviv_2a_34	155	1468	ct3_leviv_2a_34_1	+	3862		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3862
ct3_leviv_2a_34	1511	1978	ct3_leviv_2a_34_2	+	3862			hypothetical protein		hypothetical_protein	NaN		0	3862
ct3_leviv_2a_34	2044	3840	ct3_leviv_2a_34_3	+	3862		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3862
ct3_leviv_2a_35	3	1235	ct3_leviv_2a_35_1	+	3431		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3431
ct3_leviv_2a_35	1275	1664	ct3_leviv_2a_35_2	+	3431		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	3431
ct3_leviv_2a_35	1688	3373	ct3_leviv_2a_35_3	+	3431		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3431
ct3_leviv_2a_36	3	65	ct3_leviv_2a_36_1	-	3923			hypothetical protein		hypothetical_protein	NaN		0	3923
ct3_leviv_2a_36	94	1479	ct3_leviv_2a_36_2	+	3923		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3923
ct3_leviv_2a_36	1502	1966	ct3_leviv_2a_36_3	+	3923			hypothetical protein		hypothetical_protein	NaN		0	3923
ct3_leviv_2a_36	2007	2126	ct3_leviv_2a_36_4	+	3923			hypothetical protein		hypothetical_protein	NaN		0	3923
ct3_leviv_2a_36	2160	3899	ct3_leviv_2a_36_5	+	3923		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3923
ct3_leviv_2a_37	31	411	ct3_leviv_2a_37_1	+	4349			hypothetical protein		hypothetical_protein	NaN		0	4349
ct3_leviv_2a_37	538	807	ct3_leviv_2a_37_2	+	4349			hypothetical protein		hypothetical_protein	NaN		0	4349
ct3_leviv_2a_37	882	1979	ct3_leviv_2a_37_3	+	4349		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4349
ct3_leviv_2a_37	2048	2530	ct3_leviv_2a_37_4	+	4349		PFAM:PF01819.16	head-protein	phrogs_hmm	hypothetical_protein	NaN		0	4349
ct3_leviv_2a_37	2603	4315	ct3_leviv_2a_37_5	+	4349		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4349
ct3_leviv_2a_38	2	1159	ct3_leviv_2a_38_1	+	3368		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3368
ct3_leviv_2a_38	1195	1581	ct3_leviv_2a_38_2	+	3368			hypothetical protein		hypothetical_protein	NaN		0	3368
ct3_leviv_2a_38	1661	3289	ct3_leviv_2a_38_3	+	3368			Solspi.1/PDB:3AVX_A-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3368
ct3_leviv_2a_39	18	1190	ct3_leviv_2a_39_1	+	3556		pfam03863	Phage maturation protein. 	mmseqs_cdd	common_virus	NaN		0	3556
ct3_leviv_2a_39	1272	1634	ct3_leviv_2a_39_2	+	3556			hypothetical protein		hypothetical_protein	NaN		0	3556
ct3_leviv_2a_39	1763	3556	ct3_leviv_2a_39_3	+	3556			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3556
ct3_leviv_2a_4	60	1136	ct3_leviv_2a_4_1	+	3678		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3678
ct3_leviv_2a_4	1169	1558	ct3_leviv_2a_4_2	+	3678			hypothetical protein		hypothetical_protein	NaN		0	3678
ct3_leviv_2a_4	1661	3643	ct3_leviv_2a_4_3	+	3678		PDB:3MMP_F	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3678
ct3_leviv_2a_40	3	1136	ct3_leviv_2a_40_1	+	3617		PHA00371	maturation protein	mmseqs_cdd	common_virus	NaN		0	3617
ct3_leviv_2a_40	1179	1541	ct3_leviv_2a_40_2	+	3617			hypothetical protein		hypothetical_protein	NaN		0	3617
ct3_leviv_2a_40	1629	3557	ct3_leviv_2a_40_3	+	3617			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3617
ct3_leviv_2a_41	57	1217	ct3_leviv_2a_41_1	+	3716		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3716
ct3_leviv_2a_41	1247	1624	ct3_leviv_2a_41_2	+	3716			hypothetical protein		hypothetical_protein	NaN		0	3716
ct3_leviv_2a_41	1712	3679	ct3_leviv_2a_41_3	+	3716		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3716
ct3_leviv_2a_42	232	474	ct3_leviv_2a_42_1	+	4458			hypothetical protein		hypothetical_protein	NaN		0	4458
ct3_leviv_2a_42	508	2115	ct3_leviv_2a_42_2	+	4458		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4458
ct3_leviv_2a_42	2112	2486	ct3_leviv_2a_42_3	+	4458			hypothetical protein		hypothetical_protein	NaN		0	4458
ct3_leviv_2a_42	2514	4442	ct3_leviv_2a_42_4	+	4458		PDB:3MMP_F	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4458
ct3_leviv_2a_43	97	1242	ct3_leviv_2a_43_1	+	3663		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3663
ct3_leviv_2a_43	1260	1625	ct3_leviv_2a_43_2	+	3663			hypothetical protein		hypothetical_protein	NaN		0	3663
ct3_leviv_2a_43	1693	3663	ct3_leviv_2a_43_3	+	3663			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3663
ct3_leviv_2a_44	36	1226	ct3_leviv_2a_44_1	+	3870		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3870
ct3_leviv_2a_44	1275	1694	ct3_leviv_2a_44_2	+	3870			hypothetical protein		hypothetical_protein	NaN		0	3870
ct3_leviv_2a_44	1715	2218	ct3_leviv_2a_44_3	+	3870			hypothetical protein		hypothetical_protein	NaN		0	3870
ct3_leviv_2a_44	2205	3833	ct3_leviv_2a_44_4	+	3870		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3870
ct3_leviv_2a_45	19	336	ct3_leviv_2a_45_1	+	4120			hypothetical protein		hypothetical_protein	NaN		0	4120
ct3_leviv_2a_45	449	1897	ct3_leviv_2a_45_2	+	4120		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4120
ct3_leviv_2a_45	1902	2282	ct3_leviv_2a_45_3	+	4120		PFAM:PF01819.16	head-protein	phrogs_hmm	hypothetical_protein	NaN		0	4120
ct3_leviv_2a_45	2358	4019	ct3_leviv_2a_45_4	+	4120		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4120
ct3_leviv_2a_46	3	1265	ct3_leviv_2a_46_1	+	3791		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3791
ct3_leviv_2a_46	1305	1769	ct3_leviv_2a_46_2	+	3791			hypothetical protein		hypothetical_protein	NaN		0	3791
ct3_leviv_2a_46	1930	3750	ct3_leviv_2a_46_3	+	3791		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3791
ct3_leviv_2a_47	1	1431	ct3_leviv_2a_47_1	+	3597		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3597
ct3_leviv_2a_47	1446	1835	ct3_leviv_2a_47_2	+	3597		CDD:pfam09063	PP7-capsid-protein	hallmark_hmm	common_virus	NaN		0	3597
ct3_leviv_2a_47	1908	3578	ct3_leviv_2a_47_3	+	3597		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3597
ct3_leviv_2a_48	38	1384	ct3_leviv_2a_48_1	+	3949		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3949
ct3_leviv_2a_48	1347	1841	ct3_leviv_2a_48_2	+	3949			hypothetical protein		hypothetical_protein	NaN		0	3949
ct3_leviv_2a_48	1942	3915	ct3_leviv_2a_48_3	+	3949			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3949
ct3_leviv_2a_49	229	1296	ct3_leviv_2a_49_1	+	3459		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3459
ct3_leviv_2a_49	1324	1716	ct3_leviv_2a_49_2	+	3459			hypothetical protein		hypothetical_protein	NaN		0	3459
ct3_leviv_2a_49	1771	3396	ct3_leviv_2a_49_3	+	3459		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3459
ct3_leviv_2a_5	128	1399	ct3_leviv_2a_5_1	+	4337		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	4337
ct3_leviv_2a_5	1468	1830	ct3_leviv_2a_5_2	+	4337			hypothetical protein		hypothetical_protein	NaN		0	4337
ct3_leviv_2a_5	1869	2081	ct3_leviv_2a_5_3	+	4337			hypothetical protein		hypothetical_protein	NaN		0	4337
ct3_leviv_2a_5	2078	2296	ct3_leviv_2a_5_4	+	4337			hypothetical protein		hypothetical_protein	NaN		0	4337
ct3_leviv_2a_5	2363	4255	ct3_leviv_2a_5_5	+	4337			Atkins.1/PDB:3MMP_F-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	4337
ct3_leviv_2a_50	299	1573	ct3_leviv_2a_50_1	+	3999		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3999
ct3_leviv_2a_50	1605	2066	ct3_leviv_2a_50_2	+	3999			hypothetical protein		hypothetical_protein	NaN		0	3999
ct3_leviv_2a_50	2202	3983	ct3_leviv_2a_50_3	+	3999		PDB:3AVX_A	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3999
ct3_leviv_2a_51	3	1166	ct3_leviv_2a_51_1	+	3806		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3806
ct3_leviv_2a_51	1188	1565	ct3_leviv_2a_51_2	+	3806			hypothetical protein		hypothetical_protein	NaN		0	3806
ct3_leviv_2a_51	1619	3766	ct3_leviv_2a_51_3	+	3806			Atkins.1/PDB:3AVX_A-RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3806
ct3_leviv_2a_52	86	1339	ct3_leviv_2a_52_1	+	3510		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3510
ct3_leviv_2a_52	1381	1779	ct3_leviv_2a_52_2	+	3510		PDB:3RLK_A	Beta-barrel-protein	hallmark_hmm	common_virus	NaN		0	3510
ct3_leviv_2a_52	1834	3456	ct3_leviv_2a_52_3	+	3510		PFAM:PF03431.12	RNA-dependent-RNA-polymerase	rdrp_hall_hmm	common_virus	NaN		0	3510
ct3_leviv_2a_53	178	1410	ct3_leviv_2a_53_1	+	3796		PDB:5TC1_M	Capsid-protein	hallmark_hmm	common_virus	NaN		0	3796
ct3_leviv_2a_53	1476	1895	ct3_leviv_2a_53_2	+	3796		PFAM:PF01819.16	head-protein	phrogs_hmm	hypothetical_protein	NaN		0	3796
