contig	gene_start	gene_stop	gene_name	gene_orient	contig_length	dtr_seq	evidence_acession	evidence_description	Evidence_source	vscore_category	chunk_name	chunk_length	chunk_start	chunk_stop
ct3_5_autoly_1a_1	10223	10405	ct3_5_autoly_1a_1_21	+	10611			hypothetical protein		hypothetical_protein	NaN		0	10611
ct3_5_autoly_1a_1	10402	10542	ct3_5_autoly_1a_1_22	+	10611			hypothetical protein		hypothetical_protein	NaN		0	10611
ct3_5_autoly_1a_2	119	343	ct3_5_autoly_1a_2_1	-	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	375	584	ct3_5_autoly_1a_2_2	-	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	587	1201	ct3_5_autoly_1a_2_3	-	10272		PFAM:PF07017.10	antimicrobial-peptide-resistance-and-lipid-A-acylation-protein-PagP	phrogs_hmm	hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	1397	1735	ct3_5_autoly_1a_2_4	-	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	1849	3444	ct3_5_autoly_1a_2_5	-	10272		PDB:2PYJ_B	DNA-polymerase-B	rep_hall_hmm	common_virus	NaN		0	10272
ct3_5_autoly_1a_2	3450	4025	ct3_5_autoly_1a_2_6	-	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	4039	4755	ct3_5_autoly_1a_2_7	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	4758	5291	ct3_5_autoly_1a_2_8	+	10272		PFAM:PF03135.13	terminase-large-subunit	phrogs_hmm	nonviral_gene	NaN		0	10272
ct3_5_autoly_1a_2	5288	5515	ct3_5_autoly_1a_2_9	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	5752	5877	ct3_5_autoly_1a_2_10	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	5933	6787	ct3_5_autoly_1a_2_11	+	10272		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10272
ct3_5_autoly_1a_2	6857	7183	ct3_5_autoly_1a_2_12	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	7193	7345	ct3_5_autoly_1a_2_13	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	7373	7540	ct3_5_autoly_1a_2_14	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	7542	7901	ct3_5_autoly_1a_2_15	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	7898	8368	ct3_5_autoly_1a_2_16	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	8380	8985	ct3_5_autoly_1a_2_17	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	8995	9513	ct3_5_autoly_1a_2_18	+	10272		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10272
ct3_5_autoly_1a_2	9524	9913	ct3_5_autoly_1a_2_19	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_2	9923	10135	ct3_5_autoly_1a_2_20	+	10272			hypothetical protein		hypothetical_protein	NaN		0	10272
ct3_5_autoly_1a_3	322	528	ct3_5_autoly_1a_3_1	-	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	528	746	ct3_5_autoly_1a_3_2	-	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	749	1366	ct3_5_autoly_1a_3_3	-	10579		PFAM:PF07017.10	antimicrobial-peptide-resistance-and-lipid-A-acylation-protein-PagP	phrogs_hmm	hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	1563	1895	ct3_5_autoly_1a_3_4	-	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	2004	3608	ct3_5_autoly_1a_3_5	-	10579		PDB:2PYJ_B	DNA-polymerase-B	rep_hall_hmm	common_virus	NaN		0	10579
ct3_5_autoly_1a_3	3615	4190	ct3_5_autoly_1a_3_6	-	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	4207	4935	ct3_5_autoly_1a_3_7	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	4935	5468	ct3_5_autoly_1a_3_8	+	10579		TIGR03743	conjugative coupling factor TraD, SXT/TOL subfamily. Members of this protein family are the putative conjugative coupling factor, TraD (or TraG), rather distantly related to the well-characterized TraD of the F plasmid. Members are associated with conjugative-transposon-like mobile genetic elements of the class that includes SXT, an antibiotic resistance transfer element in some Vibrio cholerae strains. [Mobile and extrachromosomal element functions, Other]	mmseqs_cdd	nonviral_gene	NaN		0	10579
ct3_5_autoly_1a_3	5553	5804	ct3_5_autoly_1a_3_9	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	6040	6165	ct3_5_autoly_1a_3_10	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	6223	7068	ct3_5_autoly_1a_3_11	+	10579		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10579
ct3_5_autoly_1a_3	7146	7472	ct3_5_autoly_1a_3_12	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	7486	7635	ct3_5_autoly_1a_3_13	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	7638	7826	ct3_5_autoly_1a_3_14	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	7835	8194	ct3_5_autoly_1a_3_15	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	8191	8682	ct3_5_autoly_1a_3_16	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	8692	9297	ct3_5_autoly_1a_3_17	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	9355	9822	ct3_5_autoly_1a_3_18	+	10579		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10579
ct3_5_autoly_1a_3	9831	10223	ct3_5_autoly_1a_3_19	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_3	10233	10454	ct3_5_autoly_1a_3_20	+	10579			hypothetical protein		hypothetical_protein	NaN		0	10579
ct3_5_autoly_1a_4	127	369	ct3_5_autoly_1a_4_1	-	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	374	559	ct3_5_autoly_1a_4_2	-	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	498	752	ct3_5_autoly_1a_4_3	-	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	755	1291	ct3_5_autoly_1a_4_4	-	10636		PFAM:PF07017.10	antimicrobial-peptide-resistance-and-lipid-A-acylation-protein-PagP	phrogs_hmm	hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	1489	1821	ct3_5_autoly_1a_4_5	-	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	1934	3529	ct3_5_autoly_1a_4_6	-	10636		PDB:2PYJ_B	DNA-polymerase-B	rep_hall_hmm	common_virus	NaN		0	10636
ct3_5_autoly_1a_4	3535	4110	ct3_5_autoly_1a_4_7	-	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	4124	4858	ct3_5_autoly_1a_4_8	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	4861	5394	ct3_5_autoly_1a_4_9	+	10636		PFAM:PF03135.13	terminase-large-subunit	phrogs_hmm	hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	5391	5648	ct3_5_autoly_1a_4_10	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	5947	6072	ct3_5_autoly_1a_4_11	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	6124	6969	ct3_5_autoly_1a_4_12	+	10636		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10636
ct3_5_autoly_1a_4	7017	7373	ct3_5_autoly_1a_4_13	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	7385	7534	ct3_5_autoly_1a_4_14	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	7538	7723	ct3_5_autoly_1a_4_15	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	7733	8092	ct3_5_autoly_1a_4_16	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	8089	8658	ct3_5_autoly_1a_4_17	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	8669	9343	ct3_5_autoly_1a_4_18	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	9353	9871	ct3_5_autoly_1a_4_19	+	10636		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10636
ct3_5_autoly_1a_4	9884	10291	ct3_5_autoly_1a_4_20	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_4	10300	10512	ct3_5_autoly_1a_4_21	+	10636			hypothetical protein		hypothetical_protein	NaN		0	10636
ct3_5_autoly_1a_5	158	367	ct3_5_autoly_1a_5_1	-	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	370	984	ct3_5_autoly_1a_5_2	-	10046		PFAM:PF07017.10	antimicrobial-peptide-resistance-and-lipid-A-acylation-protein-PagP	phrogs_hmm	hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	1177	1512	ct3_5_autoly_1a_5_3	-	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	1622	3217	ct3_5_autoly_1a_5_4	-	10046		PDB:2PYJ_B	DNA-polymerase-B	rep_hall_hmm	common_virus	NaN		0	10046
ct3_5_autoly_1a_5	3223	3798	ct3_5_autoly_1a_5_5	-	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	3812	4519	ct3_5_autoly_1a_5_6	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	4522	5055	ct3_5_autoly_1a_5_7	+	10046		TIGR03743	conjugative coupling factor TraD, SXT/TOL subfamily. Members of this protein family are the putative conjugative coupling factor, TraD (or TraG), rather distantly related to the well-characterized TraD of the F plasmid. Members are associated with conjugative-transposon-like mobile genetic elements of the class that includes SXT, an antibiotic resistance transfer element in some Vibrio cholerae strains. [Mobile and extrachromosomal element functions, Other]	mmseqs_cdd	nonviral_gene	NaN		0	10046
ct3_5_autoly_1a_5	5052	5279	ct3_5_autoly_1a_5_8	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	5516	5641	ct3_5_autoly_1a_5_9	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	5696	6550	ct3_5_autoly_1a_5_10	+	10046		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10046
ct3_5_autoly_1a_5	6620	6946	ct3_5_autoly_1a_5_11	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	6958	7110	ct3_5_autoly_1a_5_12	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	7138	7305	ct3_5_autoly_1a_5_13	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	7307	7666	ct3_5_autoly_1a_5_14	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	7663	8133	ct3_5_autoly_1a_5_15	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	8145	8759	ct3_5_autoly_1a_5_16	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	8927	9286	ct3_5_autoly_1a_5_17	+	10046		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10046
ct3_5_autoly_1a_5	9297	9683	ct3_5_autoly_1a_5_18	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
ct3_5_autoly_1a_5	9693	9911	ct3_5_autoly_1a_5_19	+	10046			hypothetical protein		hypothetical_protein	NaN		0	10046
